色彩空间	光源	适应算法	基色	归一化值x	归一化值y	归一化值z	相对值X	相对值Y	相对值Z	刺激值X	刺激值Y	刺激值Z
PAL/SECAM RGB	F8 - CIE1931	XYZScaling	红色	0.64798777	0.32937202	0.0226402	1.96734308	1.0	0.06873749	0.43679148	0.222021	0.01526117	
PAL/SECAM RGB	F8 - CIE1931	XYZScaling	绿色	0.30099635	0.61390392	0.08509973	0.49029878	1.0	0.1386206	0.34646718	0.706645	0.09795555	
PAL/SECAM RGB	F8 - CIE1931	XYZScaling	蓝色	0.18797219	0.0741207	0.73790711	2.5360282	1.0	9.95547918	0.18090504	0.071334	0.71016415	
PAL/SECAM RGB	F8 - CIE1964	XYZScaling	红色	0.64985399	0.32793283	0.02221318	1.98166796	1.0	0.06773698	0.4399719	0.222021	0.01503903	
PAL/SECAM RGB	F8 - CIE1964	XYZScaling	绿色	0.30289934	0.61331944	0.08378122	0.49386881	1.0	0.1366029	0.34898993	0.706645	0.09652976	
PAL/SECAM RGB	F8 - CIE1964	XYZScaling	蓝色	0.19113216	0.07482193	0.73404592	2.55449386	1.0	9.81057207	0.18222226	0.071334	0.69982735	
PAL/SECAM RGB	F8 - CIE1931	VonKries	红色	0.65262158	0.32518694	0.02219148	2.00691202	1.0	0.06824222	0.44881037	0.22363231	0.01526116	
PAL/SECAM RGB	F8 - CIE1931	VonKries	绿色	0.32082247	0.59636537	0.08281216	0.53796294	1.0	0.13886144	0.37948947	0.70541935	0.09795555	
PAL/SECAM RGB	F8 - CIE1931	VonKries	蓝色	0.14816191	0.07737246	0.77446562	1.91491786	1.0	10.00957688	0.13586049	0.07094847	0.71016414	
PAL/SECAM RGB	F8 - CIE1964	VonKries	红色	0.65395142	0.32426418	0.0217844	2.0167242	1.0	0.06718103	0.45146042	0.22385829	0.01503903	
PAL/SECAM RGB	F8 - CIE1964	VonKries	绿色	0.3246452	0.59404564	0.08130915	0.54649875	1.0	0.13687357	0.38541692	0.70524757	0.09652976	
PAL/SECAM RGB	F8 - CIE1964	VonKries	蓝色	0.14839708	0.0783341	0.77326882	1.89441219	1.0	9.87141999	0.13430301	0.07089429	0.69982733	
PAL/SECAM RGB	F9 - CIE1931	Bradford	红色	0.65474449	0.32996192	0.01529359	1.98430316	1.0	0.04634955	0.48233586	0.24307569	0.01126645	
PAL/SECAM RGB	F9 - CIE1931	Bradford	绿色	0.33480017	0.58948549	0.07571433	0.5679532	1.0	0.12844139	0.39940178	0.70323009	0.09032385	
PAL/SECAM RGB	F9 - CIE1931	Bradford	蓝色	0.16199583	0.07132928	0.76667489	2.27109853	1.0	10.74838919	0.12194631	0.05369486	0.57713322	
PAL/SECAM RGB	F9 - CIE1964	Bradford	红色	0.65577609	0.32925484	0.01496907	1.99169767	1.0	0.04546348	0.48973077	0.2458861	0.01117884	
PAL/SECAM RGB	F9 - CIE1964	Bradford	绿色	0.34107291	0.58404795	0.07487914	0.583981	1.0	0.12820718	0.40899932	0.70036409	0.0897917	
PAL/SECAM RGB	F9 - CIE1964	Bradford	蓝色	0.16252446	0.07133045	0.76614509	2.27847218	1.0	10.74078529	0.12246967	0.05375079	0.57732566	
PAL/SECAM RGB	F9 - CIE1931	XYZScaling	红色	0.65965226	0.3220973	0.01825045	2.04799067	1.0	0.05666129	0.45469694	0.222021	0.01258	
PAL/SECAM RGB	F9 - CIE1931	XYZScaling	绿色	0.31415572	0.61551165	0.07033263	0.51039767	1.0	0.11426694	0.36066996	0.706645	0.08074616	
PAL/SECAM RGB	F9 - CIE1931	XYZScaling	蓝色	0.2228509	0.0844136	0.69273549	2.63998797	1.0	8.20644368	0.1883209	0.071334	0.58539845	
PAL/SECAM RGB	F9 - CIE1964	XYZScaling	红色	0.66353333	0.31843509	0.01803158	2.08373182	1.0	0.05662561	0.46263222	0.222021	0.01257208	
PAL/SECAM RGB	F9 - CIE1964	XYZScaling	绿色	0.31790942	0.61218242	0.06990816	0.51930504	1.0	0.11419499	0.36696431	0.706645	0.08069532	
PAL/SECAM RGB	F9 - CIE1964	XYZScaling	蓝色	0.22595982	0.08412313	0.68991705	2.68606055	1.0	8.20127645	0.19160744	0.071334	0.58502985	
PAL/SECAM RGB	F9 - CIE1931	VonKries	红色	0.6629707	0.31920423	0.01782507	2.07694835	1.0	0.05584222	0.46788975	0.22527751	0.01258	
PAL/SECAM RGB	F9 - CIE1931	VonKries	绿色	0.34925659	0.58379979	0.06694363	0.5982472	1.0	0.11466881	0.42126681	0.70416847	0.08074616	
PAL/SECAM RGB	F9 - CIE1931	VonKries	蓝色	0.14864146	0.09157215	0.75978638	1.62321687	1.0	8.29713347	0.11452493	0.0705543	0.58539844	
PAL/SECAM RGB	F9 - CIE1964	VonKries	红色	0.66496585	0.31735648	0.01767767	2.09532777	1.0	0.05570287	0.47291316	0.22569889	0.01257208	
PAL/SECAM RGB	F9 - CIE1964	VonKries	绿色	0.35555247	0.57816199	0.06628554	0.61497032	1.0	0.11464874	0.43284578	0.70384824	0.08069532	
PAL/SECAM RGB	F9 - CIE1964	VonKries	蓝色	0.14974052	0.09138831	0.75887117	1.63850846	1.0	8.30381003	0.11543814	0.07045318	0.58502984	
PAL/SECAM RGB	F10 - CIE1931	Bradford	红色	0.64848428	0.3310071	0.02050862	1.95912496	1.0	0.06195825	0.45480072	0.23214482	0.01438329	
PAL/SECAM RGB	F10 - CIE1931	Bradford	绿色	0.31101564	0.60059891	0.08838545	0.51784251	1.0	0.14716218	0.36679271	0.70830939	0.10423636	
PAL/SECAM RGB	F10 - CIE1931	Bradford	蓝色	0.15605205	0.06628895	0.777659	2.35411881	1.0	11.7313527	0.1401778	0.05954576	0.69855235	
PAL/SECAM RGB	F10 - CIE1964	Bradford	红色	0.64996679	0.32971483	0.02031838	1.97129982	1.0	0.0616241	0.46567183	0.23622578	0.0145572	
PAL/SECAM RGB	F10 - CIE1964	Bradford	绿色	0.32051104	0.59142664	0.08806231	0.54192865	1.0	0.14889812	0.38124112	0.70348951	0.10474826	
PAL/SECAM RGB	F10 - CIE1964	Bradford	蓝色	0.15634669	0.06584915	0.77780415	2.37431585	1.0	11.811908	0.14313621	0.06028525	0.71208377	
PAL/SECAM RGB	F10 - CIE1931	XYZScaling	红色	0.64753206	0.32995844	0.02250951	1.96246553	1.0	0.06821922	0.43570856	0.222021	0.0151461	
PAL/SECAM RGB	F10 - CIE1931	XYZScaling	绿色	0.30066739	0.61475713	0.08457548	0.48908321	1.0	0.13757544	0.3456082	0.706645	0.09721699	
PAL/SECAM RGB	F10 - CIE1931	XYZScaling	蓝色	0.18864361	0.07457033	0.73678605	2.52974073	1.0	9.88041766	0.18045652	0.071334	0.70480971	
PAL/SECAM RGB	F10 - CIE1964	XYZScaling	红色	0.65386603	0.32366935	0.02246463	2.02016668	1.0	0.0694061	0.44851943	0.222021	0.01540961	
PAL/SECAM RGB	F10 - CIE1964	XYZScaling	绿色	0.30634873	0.6084826	0.08516868	0.50346341	1.0	0.13996896	0.3557699	0.706645	0.09890837	
PAL/SECAM RGB	F10 - CIE1964	XYZScaling	蓝色	0.19068817	0.07322554	0.73608629	2.60412111	1.0	10.05231645	0.18576237	0.071334	0.71707194	
PAL/SECAM RGB	F10 - CIE1931	VonKries	红色	0.65258089	0.32537924	0.02203987	2.00560091	1.0	0.06773594	0.44846257	0.22360509	0.0151461	
PAL/SECAM RGB	F10 - CIE1931	VonKries	绿色	0.32050132	0.5971985	0.08230018	0.53667469	1.0	0.13781043	0.3785918	0.70544001	0.09721699	
PAL/SECAM RGB	F10 - CIE1931	VonKries	蓝色	0.14796099	0.07793143	0.77410759	1.89860488	1.0	9.93318904	0.13471556	0.07095503	0.7048097	
PAL/SECAM RGB	F10 - CIE1964	VonKries	红色	0.65541311	0.32242728	0.0221596	2.03274708	1.0	0.06872745	0.45576901	0.22421334	0.01540961	
PAL/SECAM RGB	F10 - CIE1964	VonKries	绿色	0.32984223	0.58770305	0.08245472	0.56123962	1.0	0.14029996	0.39566149	0.70497784	0.09890837	
PAL/SECAM RGB	F10 - CIE1964	VonKries	蓝色	0.14961398	0.07642651	0.77395952	1.95761894	1.0	10.12684678	0.13861705	0.070809	0.71707193	
PAL/SECAM RGB	F11 - CIE1931	Bradford	红色	0.65595765	0.32993194	0.01411041	1.98816051	1.0	0.04276763	0.48716404	0.24503255	0.01047946	
PAL/SECAM RGB	F11 - CIE1931	Bradford	绿色	0.33892067	0.58836752	0.0727118	0.57603566	1.0	0.12358228	0.40485016	0.70282134	0.08685627	
PAL/SECAM RGB	F11 - CIE1931	Bradford	蓝色	0.16377119	0.0729861	0.76324271	2.2438684	1.0	10.45737141	0.11701059	0.05214681	0.54531861	
PAL/SECAM RGB	F11 - CIE1964	Bradford	红色	0.65729281	0.32870208	0.01400511	1.99966124	1.0	0.04260732	0.49851846	0.24930146	0.01062207	
PAL/SECAM RGB	F11 - CIE1964	Bradford	绿色	0.34846625	0.57914786	0.07238589	0.60168788	1.0	0.12498689	0.41989716	0.69786542	0.08722403	
PAL/SECAM RGB	F11 - CIE1964	Bradford	蓝色	0.16404564	0.0723367	0.76361766	2.26780654	1.0	10.55643521	0.11981822	0.05283441	0.55774301	
PAL/SECAM RGB	F11 - CIE1931	XYZScaling	红色	0.66148214	0.32128108	0.01723678	2.05888917	1.0	0.05365017	0.45711663	0.222021	0.01191146	
PAL/SECAM RGB	F11 - CIE1931	XYZScaling	绿色	0.31648132	0.61678584	0.06673284	0.51311379	1.0	0.10819451	0.36258929	0.706645	0.07645511	
PAL/SECAM RGB	F11 - CIE1931	XYZScaling	蓝色	0.23231363	0.08753218	0.68015419	2.65403682	1.0	7.77033313	0.18932306	0.071334	0.55428894	
PAL/SECAM RGB	F11 - CIE1964	XYZScaling	红色	0.66761526	0.31513728	0.01724746	2.11849028	1.0	0.05472998	0.47034933	0.222021	0.01215121	
PAL/SECAM RGB	F11 - CIE1964	XYZScaling	绿色	0.32225766	0.61037405	0.06736828	0.5279675	1.0	0.11037213	0.37308559	0.706645	0.07799391	
PAL/SECAM RGB	F11 - CIE1964	XYZScaling	蓝色	0.23425647	0.08578101	0.67996252	2.73086638	1.0	7.92672564	0.19480362	0.071334	0.56544505	
PAL/SECAM RGB	F11 - CIE1931	VonKries	红色	0.6649626	0.31823347	0.01680394	2.08954326	1.0	0.0528038	0.47135848	0.22557967	0.01191146	
PAL/SECAM RGB	F11 - CIE1931	VonKries	绿色	0.35456938	0.58219784	0.06323278	0.60901871	1.0	0.10861047	0.42871183	0.70393869	0.07645511	
PAL/SECAM RGB	F11 - CIE1931	VonKries	蓝色	0.14849178	0.09606075	0.75544747	1.54581122	1.0	7.86426814	0.10895178	0.07048195	0.55428893	
PAL/SECAM RGB	F11 - CIE1964	VonKries	红色	0.66771895	0.31534244	0.01693861	2.11744081	1.0	0.05371496	0.47899986	0.22621641	0.0121512	
PAL/SECAM RGB	F11 - CIE1964	VonKries	绿色	0.36363227	0.5728539	0.06351383	0.63477315	1.0	0.11087266	0.44653426	0.70345486	0.07799391	
PAL/SECAM RGB	F11 - CIE1964	VonKries	蓝色	0.15056926	0.09396371	0.75546703	1.60241937	1.0	8.03998764	0.1126967	0.07032909	0.56544503	
PAL/SECAM RGB	F12 - CIE1931	Bradford	红色	0.66550462	0.32844818	0.0060472	2.02620886	1.0	0.01841143	0.5351408	0.2641094	0.00486263	
PAL/SECAM RGB	F12 - CIE1931	Bradford	绿色	0.37898355	0.57024566	0.05077079	0.66459699	1.0	0.0890332	0.46145908	0.69434422	0.06181969	
PAL/SECAM RGB	F12 - CIE1931	Bradford	蓝色	0.1860024	0.09211205	0.72188555	2.01930577	1.0	7.83703673	0.08389855	0.04154822	0.3256149	
PAL/SECAM RGB	F12 - CIE1964	Bradford	红色	0.66679795	0.32718624	0.00601581	2.03797673	1.0	0.0183865	0.54855466	0.2691663	0.00494903	
PAL/SECAM RGB	F12 - CIE1964	Bradford	绿色	0.38964229	0.56001761	0.05034009	0.69576792	1.0	0.0898902	0.47914328	0.68865388	0.06190323	
PAL/SECAM RGB	F12 - CIE1964	Bradford	蓝色	0.18608162	0.09061629	0.72330209	2.05351193	1.0	7.982032	0.08662188	0.04218231	0.33670058	
PAL/SECAM RGB	F12 - CIE1931	XYZScaling	红色	0.68100242	0.30888174	0.01011585	2.20473512	1.0	0.0327499	0.4894975	0.222021	0.00727117	
PAL/SECAM RGB	F12 - CIE1931	XYZScaling	绿色	0.34011697	0.61900074	0.0408823	0.54946133	1.0	0.06604563	0.3882741	0.706645	0.04667082	
PAL/SECAM RGB	F12 - CIE1931	XYZScaling	蓝色	0.33103505	0.11647791	0.55248704	2.84204137	1.0	4.74327725	0.20273418	0.071334	0.33835694	
PAL/SECAM RGB	F12 - CIE1964	XYZScaling	红色	0.68746512	0.30234889	0.01018599	2.27374776	1.0	0.03368953	0.50481975	0.222021	0.00747978	
PAL/SECAM RGB	F12 - CIE1964	XYZScaling	绿色	0.34666596	0.61177004	0.041564	0.56666057	1.0	0.06794055	0.40042786	0.706645	0.04800985	
PAL/SECAM RGB	F12 - CIE1964	XYZScaling	蓝色	0.33267649	0.11350261	0.5538209	2.93100297	1.0	4.87936712	0.20908017	0.071334	0.34806477	
PAL/SECAM RGB	F12 - CIE1931	VonKries	红色	0.68183154	0.30835619	0.00981227	2.21118162	1.0	0.03182121	0.50525626	0.22850057	0.00727117	
PAL/SECAM RGB	F12 - CIE1931	VonKries	绿色	0.40197195	0.56073399	0.03729406	0.71686747	1.0	0.06650937	0.50303873	0.7017179	0.04667082	
PAL/SECAM RGB	F12 - CIE1931	VonKries	蓝色	0.15030823	0.14527717	0.7044146	1.03463076	1.0	4.84876317	0.07219872	0.06978211	0.33835693	
PAL/SECAM RGB	F12 - CIE1964	VonKries	红色	0.6847898	0.30525098	0.00995923	2.24336645	1.0	0.03262636	0.51430486	0.22925584	0.00747978	
PAL/SECAM RGB	F12 - CIE1964	VonKries	绿色	0.41161369	0.55067932	0.03770699	0.74746531	1.0	0.0684736	0.52408081	0.70114399	0.04800985	
PAL/SECAM RGB	F12 - CIE1964	VonKries	蓝色	0.15382871	0.14100806	0.70516322	1.09092141	1.0	5.00087162	0.07592902	0.06960082	0.34806477	
PAL/SECAM RGB	ICC - CIE1931	Bradford	红色	0.64843801	0.33085751	0.02070447	1.95987091	1.0	0.06257822	0.45527514	0.23229853	0.01453683	
PAL/SECAM RGB	ICC - CIE1931	Bradford	绿色	0.31144139	0.59969576	0.08886285	0.51933231	1.0	0.14817989	0.36758682	0.70780656	0.1048827	
PAL/SECAM RGB	ICC - CIE1931	Bradford	蓝色	0.15589351	0.06605175	0.77805474	2.36017207	1.0	11.77947126	0.14136235	0.05989493	0.70553063	
PAL/SECAM RGB	ICC - CIE1964	Bradford	红色	0.64892705	0.33078288	0.02029007	1.96179153	1.0	0.06133956	0.45730463	0.23310562	0.01429859	
PAL/SECAM RGB	ICC - CIE1964	Bradford	绿色	0.31321098	0.59889837	0.08789065	0.52297852	1.0	0.14675386	0.36998076	0.70744923	0.10382091	
PAL/SECAM RGB	ICC - CIE1964	Bradford	蓝色	0.15626987	0.0663739	0.77735624	2.35438742	1.0	11.71177643	0.13995708	0.05944522	0.69620915	
PAL/SECAM RGB	ICC - CIE1931	XYZScaling	红色	0.64797462	0.32934393	0.02268144	1.96747095	1.0	0.06886856	0.43681987	0.222021	0.01529027	
PAL/SECAM RGB	ICC - CIE1931	XYZScaling	绿色	0.30096118	0.61379231	0.0852465	0.49033065	1.0	0.13888493	0.3464897	0.706645	0.09814234	
PAL/SECAM RGB	ICC - CIE1931	XYZScaling	蓝色	0.18771798	0.07401565	0.73826637	2.53619302	1.0	9.97446288	0.18091679	0.071334	0.71151834	
PAL/SECAM RGB	ICC - CIE1964	XYZScaling	红色	0.64887631	0.32877308	0.0223506	1.97362968	1.0	0.06798186	0.43818724	0.222021	0.0150934	
PAL/SECAM RGB	ICC - CIE1964	XYZScaling	绿色	0.30195022	0.61388776	0.08416201	0.49186552	1.0	0.13709674	0.34757431	0.706645	0.09687873	
PAL/SECAM RGB	ICC - CIE1964	XYZScaling	蓝色	0.18999997	0.07468165	0.73531839	2.54413201	1.0	9.84603882	0.18148311	0.071334	0.70235733	
PAL/SECAM RGB	ICC - CIE1931	VonKries	红色	0.65256603	0.32519876	0.02223521	2.00666824	1.0	0.06837421	0.44874364	0.22362622	0.01529027	
PAL/SECAM RGB	ICC - CIE1931	VonKries	绿色	0.32069606	0.5963382	0.08296574	0.53777548	1.0	0.13912532	0.37935972	0.70542398	0.09814234	
PAL/SECAM RGB	ICC - CIE1931	VonKries	蓝色	0.14818358	0.07723803	0.77457838	1.9185313	1.0	10.02845823	0.13611964	0.07094992	0.71151832	
PAL/SECAM RGB	ICC - CIE1964	VonKries	红色	0.65335857	0.32473586	0.02190557	2.01196927	1.0	0.06745659	0.45017773	0.22374981	0.0150934	
PAL/SECAM RGB	ICC - CIE1964	VonKries	绿色	0.32286632	0.59535965	0.08177404	0.54230467	1.0	0.13735234	0.38250376	0.70533002	0.09687873	
PAL/SECAM RGB	ICC - CIE1964	VonKries	蓝色	0.14821995	0.07812007	0.77365997	1.89733499	1.0	9.90347199	0.13455959	0.07092031	0.70235732	
NTSC RGB	A - CIE1931	Bradford	红色	0.67956458	0.32378951	-0.00335409	2.09878506	1.0	-0.01035886	0.76128115	0.36272469	-0.00375742	
NTSC RGB	A - CIE1931	Bradford	绿色	0.30055794	0.65595669	0.04348537	0.45819783	1.0	0.06629305	0.25902448	0.56531145	0.03747622	
NTSC RGB	A - CIE1931	Bradford	蓝色	0.16533288	0.15260439	0.68206273	1.08340845	1.0	4.46948319	0.07799489	0.07199029	0.32175938	
NTSC RGB	A - CIE1964	Bradford	红色	0.67997625	0.32343251	-0.00340876	2.10237446	1.0	-0.01053933	0.76923318	0.36588781	-0.00385621	
NTSC RGB	A - CIE1964	Bradford	绿色	0.3057498	0.6514006	0.0428496	0.46937291	1.0	0.06578071	0.26406023	0.56258089	0.03700697	
NTSC RGB	A - CIE1964	Bradford	蓝色	0.16657569	0.15289097	0.68053334	1.08950639	1.0	4.45110215	0.07796142	0.07155665	0.31850594	
NTSC RGB	A - CIE1931	XYZScaling	红色	0.69457213	0.30542787	0.0	2.27409545	1.0	0.0	0.67958841	0.298839	0.0	
NTSC RGB	A - CIE1931	XYZScaling	绿色	0.24266753	0.73249203	0.02484043	0.33129034	1.0	0.03391222	0.19440482	0.586811	0.01990007	
NTSC RGB	A - CIE1931	XYZScaling	蓝色	0.33253044	0.16964675	0.49782281	1.96013451	1.0	2.93446715	0.22414138	0.11435	0.33555632	
NTSC RGB	A - CIE1964	XYZScaling	红色	0.69705362	0.30294638	0.0	2.30091412	1.0	0.0	0.68760288	0.298839	0.0	
NTSC RGB	A - CIE1964	XYZScaling	绿色	0.24489389	0.73059629	0.02450981	0.33519729	1.0	0.03354768	0.19669745	0.586811	0.01968615	
NTSC RGB	A - CIE1964	XYZScaling	蓝色	0.33693378	0.16988966	0.49317656	1.98325061	1.0	2.90292268	0.22678471	0.11435	0.33194921	
NTSC RGB	A - CIE1931	VonKries	红色	0.69927956	0.30072044	0.0	2.32534765	1.0	0.0	0.71793558	0.30874333	0.0	
NTSC RGB	A - CIE1931	VonKries	绿色	0.34265224	0.63553213	0.02181563	0.53915802	1.0	0.03432656	0.31256493	0.57972787	0.01990007	
NTSC RGB	A - CIE1931	VonKries	蓝色	0.13174443	0.21659108	0.65166449	0.6082634	1.0	3.00873192	0.06783809	0.11152749	0.33555631	
NTSC RGB	A - CIE1964	VonKries	红色	0.70051799	0.29948201	0.0	2.33909873	1.0	0.0	0.72329855	0.30922104	0.0	
NTSC RGB	A - CIE1964	VonKries	绿色	0.34794674	0.63062611	0.02142715	0.55174808	1.0	0.03397758	0.31967533	0.57938639	0.01968615	
NTSC RGB	A - CIE1964	VonKries	蓝色	0.13352554	0.21770546	0.648769	0.61333114	1.0	2.9800309	0.06831969	0.11139119	0.3319492	
NTSC RGB	B - CIE1931	Bradford	红色	0.67283512	0.32847101	-0.00130614	2.04838509	1.0	-0.00397641	0.64689283	0.31580626	-0.00125578	
NTSC RGB	B - CIE1931	Bradford	绿色	0.23202476	0.70130871	0.06666653	0.3308454	1.0	0.09506018	0.19388369	0.58602505	0.05570764	
NTSC RGB	B - CIE1931	Bradford	蓝色	0.14332936	0.09387361	0.76279703	1.52683345	1.0	8.12578797	0.14990879	0.0981828	0.79781263	
NTSC RGB	B - CIE1964	Bradford	红色	0.67293589	0.32840935	-0.00134524	2.04907651	1.0	-0.00409622	0.64839033	0.31643052	-0.00129617	
NTSC RGB	B - CIE1964	Bradford	绿色	0.23288836	0.70085502	0.06625662	0.33229178	1.0	0.09453684	0.19468484	0.58588523	0.05538774	
NTSC RGB	B - CIE1964	Bradford	蓝色	0.14348251	0.0944219	0.76209559	1.51958938	1.0	8.07117442	0.14846195	0.09769873	0.78854346	
NTSC RGB	B - CIE1931	XYZScaling	红色	0.67228845	0.32771155	0.0	2.05146401	1.0	0.0	0.61305745	0.298839	0.0	
NTSC RGB	B - CIE1931	XYZScaling	绿色	0.2165372	0.72455028	0.05891252	0.29885738	1.0	0.08130909	0.1753728	0.586811	0.04771307	
NTSC RGB	B - CIE1931	XYZScaling	蓝色	0.18035868	0.10199901	0.71764231	1.7682395	1.0	7.03577729	0.20219819	0.11435	0.80454113	
NTSC RGB	B - CIE1964	XYZScaling	红色	0.67247738	0.32752262	0.0	2.05322427	1.0	0.0	0.61358349	0.298839	0.0	
NTSC RGB	B - CIE1964	XYZScaling	绿色	0.21682704	0.72489813	0.05827483	0.29911381	1.0	0.08039037	0.17552328	0.586811	0.04717395	
NTSC RGB	B - CIE1964	XYZScaling	蓝色	0.18196075	0.10281681	0.71522244	1.76975674	1.0	6.95627895	0.20237168	0.11435	0.7954505	
NTSC RGB	B - CIE1931	VonKries	红色	0.67863146	0.32136854	0.0	2.11169229	1.0	0.0	0.63668984	0.30150692	0.0	
NTSC RGB	B - CIE1931	VonKries	绿色	0.24905151	0.69431053	0.05663796	0.35870334	1.0	0.08157439	0.2098065	0.58490256	0.04771307	
NTSC RGB	B - CIE1931	VonKries	蓝色	0.13574142	0.10692508	0.7573335	1.26950025	1.0	7.08284246	0.14420272	0.11359015	0.80454112	
NTSC RGB	B - CIE1964	VonKries	红色	0.67893495	0.32106505	0.0	2.11463366	1.0	0.0	0.63778246	0.30160423	0.0	
NTSC RGB	B - CIE1964	VonKries	绿色	0.25043244	0.6936187	0.05594886	0.36105203	1.0	0.08066226	0.21115513	0.58483296	0.04717395	
NTSC RGB	B - CIE1964	VonKries	蓝色	0.13561249	0.1079874	0.75640011	1.25581775	1.0	7.00452202	0.14261371	0.11356242	0.79545048	
NTSC RGB	C - CIE1964	Bradford	红色	0.66979528	0.33023095	-2.623E-5	2.02826318	1.0	-7.942E-5	0.60431785	0.29794844	-2.366E-5	
NTSC RGB	C - CIE1964	Bradford	绿色	0.20785339	0.7126093	0.07953731	0.29167931	1.0	0.1116142	0.17167151	0.58856251	0.06569193	
NTSC RGB	C - CIE1964	Bradford	蓝色	0.13994613	0.08079643	0.77925744	1.73208299	1.0	9.64470108	0.19657547	0.11349079	1.09458474	
NTSC RGB	C - CIE1964	XYZScaling	红色	0.66822089	0.33177911	0.0	2.01405356	1.0	0.0	0.60187775	0.298839	0.0	
NTSC RGB	C - CIE1964	XYZScaling	绿色	0.20896462	0.7121995	0.07883589	0.29340742	1.0	0.11069354	0.1721747	0.586811	0.06495619	
NTSC RGB	C - CIE1964	XYZScaling	蓝色	0.14097217	0.08120545	0.77782239	1.73599392	1.0	9.57845069	0.19851091	0.11435	1.09529584	
NTSC RGB	C - CIE1964	VonKries	红色	0.66957373	0.33042627	0.0	2.02639375	1.0	0.0	0.60530806	0.29871197	0.0	
NTSC RGB	C - CIE1964	VonKries	绿色	0.2082235	0.71287774	0.07889876	0.29208865	1.0	0.11067643	0.17142733	0.58690171	0.06495619	
NTSC RGB	C - CIE1964	VonKries	蓝色	0.13932999	0.08138408	0.77928593	1.71200549	1.0	9.57541009	0.19582999	0.11438631	1.09529581	
NTSC RGB	D50 - CIE1931	Bradford	红色	0.67190496	0.32934669	-0.00125166	2.04011448	1.0	-0.00380042	0.63421688	0.31087318	-0.00118145	
NTSC RGB	D50 - CIE1931	Bradford	绿色	0.22252997	0.71073081	0.06673922	0.31310021	1.0	0.09390225	0.18529477	0.59180661	0.05557197	
NTSC RGB	D50 - CIE1931	Bradford	蓝色	0.14278463	0.09620654	0.76100884	1.48414679	1.0	7.91015708	0.14446417	0.0973382	0.76996042	
NTSC RGB	D50 - CIE1964	Bradford	红色	0.67210996	0.3291987	-0.00130866	2.04165436	1.0	-0.0039753	0.63709651	0.31204915	-0.00124049	
NTSC RGB	D50 - CIE1964	Bradford	绿色	0.2243534	0.70946082	0.06618578	0.31623085	1.0	0.09329026	0.18696122	0.59121753	0.05515484	
NTSC RGB	D50 - CIE1964	Bradford	蓝色	0.14302766	0.09682845	0.76014389	1.47712439	1.0	7.85041887	0.14291402	0.09675152	0.75953992	
NTSC RGB	D50 - CIE1931	XYZScaling	红色	0.66623906	0.33376094	0.0	1.99615643	1.0	0.0	0.59652939	0.298839	0.0	
NTSC RGB	D50 - CIE1931	XYZScaling	绿色	0.21234877	0.73022231	0.05742892	0.29080017	1.0	0.0786458	0.17064474	0.586811	0.04615022	
NTSC RGB	D50 - CIE1931	XYZScaling	蓝色	0.1806202	0.1049771	0.7144027	1.72056767	1.0	6.8053197	0.19674691	0.11435	0.77818831	
NTSC RGB	D50 - CIE1964	XYZScaling	红色	0.66692816	0.33307184	0.0	2.00235533	1.0	0.0	0.59838186	0.298839	0.0	
NTSC RGB	D50 - CIE1964	XYZScaling	绿色	0.21302945	0.73029513	0.05667542	0.29170323	1.0	0.07760619	0.17117466	0.586811	0.04554016	
NTSC RGB	D50 - CIE1964	XYZScaling	蓝色	0.18280491	0.10591794	0.71127715	1.72591075	1.0	6.71536043	0.19735789	0.11435	0.76790147	
NTSC RGB	D50 - CIE1931	VonKries	红色	0.67631968	0.32368032	0.0	2.08946801	1.0	0.0	0.62845657	0.30077348	0.0	
NTSC RGB	D50 - CIE1931	VonKries	绿色	0.23914257	0.7052605	0.05559693	0.33908402	1.0	0.07883177	0.19850884	0.58542669	0.04615022	
NTSC RGB	D50 - CIE1931	VonKries	蓝色	0.13316098	0.11059107	0.75624795	1.20408438	1.0	6.83823717	0.13702426	0.11379955	0.77818829	
NTSC RGB	D50 - CIE1964	VonKries	红色	0.67689393	0.32310607	0.0	2.09495884	1.0	0.0	0.63048693	0.30095433	0.0	
NTSC RGB	D50 - CIE1964	VonKries	绿色	0.24171937	0.70354035	0.05474028	0.3435757	1.0	0.07780688	0.20109396	0.58529738	0.04554016	
NTSC RGB	D50 - CIE1964	VonKries	蓝色	0.1331347	0.11184058	0.75502472	1.190397	1.0	6.75090108	0.13540527	0.11374799	0.76790145	
NTSC RGB	D55 - CIE1931	Bradford	红色	0.67088169	0.32996791	-8.496E-4	2.03317253	1.0	-0.00257479	0.61988706	0.3048866	-7.8502E-4	
NTSC RGB	D55 - CIE1931	Bradford	绿色	0.21424339	0.71493708	0.07081953	0.29966748	1.0	0.09905701	0.17769521	0.59297464	0.05873829	
NTSC RGB	D55 - CIE1931	Bradford	蓝色	0.14146348	0.09090743	0.76762908	1.55612665	1.0	8.44407373	0.1589631	0.10215306	0.86258798	
NTSC RGB	D55 - CIE1964	Bradford	红色	0.6710242	0.32987884	-9.0305E-4	2.03415351	1.0	-0.00273751	0.62183969	0.30569949	-8.3686E-4	
NTSC RGB	D55 - CIE1964	Bradford	绿色	0.21539403	0.71431643	0.07028954	0.30153868	1.0	0.09840113	0.17874549	0.59277799	0.05833002	
