CIE 1964 10度观察者（D50）与sRGB（Gamma编码/D65）

波长	刺激值X	刺激值Y	刺激值Z	归一化值x	归一化值y	归一化值z	相对值X	相对值Y	相对值Z	红色	绿色	蓝色	红色-整型	绿色-整型	蓝色-整型	
389	0.00185359	1.992E-4	0.0082193	0.18044916	0.01939235	0.80015849	9.30517068	1.0	41.26154618	1.0	0.0	1.0	255	0	255	
390	0.0023616	2.534E-4	0.0104822	0.18031335	0.01934765	0.800339	9.31965272	1.0	41.36621942	1.0	0.0	1.0	255	0	255	
391	0.0029906	3.202E-4	0.013289	0.1801588	0.01928939	0.80055181	9.33978763	1.0	41.50218613	1.0	0.0	1.0	255	0	255	
392	0.0037645	4.024E-4	0.016747	0.1799999	0.01924079	0.8007593	9.35511928	1.0	41.61779324	1.0	0.0	1.0	255	0	255	
393	0.0047102	5.023E-4	0.02098	0.1798301	0.01917725	0.80099265	9.37726458	1.0	41.76786781	1.0	0.0	1.0	255	0	255	
394	0.0058581	6.232E-4	0.026127	0.17965058	0.0191117	0.80123772	9.40003209	1.0	41.92394095	1.0	0.0	1.0	255	0	255	
395	0.0072423	7.685E-4	0.032344	0.17946564	0.01904358	0.80149078	9.42394275	1.0	42.08718282	1.0	0.0	1.0	255	0	255	
396	0.0088996	9.417E-4	0.039802	0.17927092	0.01896933	0.80175975	9.45056812	1.0	42.26611447	1.0	0.0	1.0	255	0	255	
397	0.0108709	0.0011478	0.048691	0.17906364	0.01890637	0.80202999	9.4710751	1.0	42.42115351	1.0	0.0	1.0	255	0	255	
398	0.0131989	0.0013903	0.05921	0.17884882	0.01883896	0.80231222	9.49356254	1.0	42.58793066	1.0	0.0	1.0	255	0	255	
399	0.0159292	0.001674	0.071576	0.17862013	0.01877119	0.80260868	9.51565114	1.0	42.75746714	1.0	0.0	1.0	255	0	255	
400	0.0191097	0.0020044	0.0860109	0.17838693	0.01871085	0.80290222	9.53387547	1.0	42.9110457	1.0	0.0	1.0	255	0	255	
401	0.022788	0.002386	0.10274	0.17815095	0.01865316	0.8031959	9.55071249	1.0	43.05951383	1.0	0.0	1.0	255	0	255	
402	0.027011	0.002822	0.122	0.1778994	0.01858621	0.80351439	9.57158044	1.0	43.23175053	1.0	0.0	1.0	255	0	255	
403	0.031829	0.003319	0.14402	0.17764891	0.01852451	0.80382658	9.58993673	1.0	43.39258813	1.0	0.0	1.0	255	0	255	
404	0.037278	0.00388	0.16899	0.17738927	0.01846318	0.80414755	9.60773196	1.0	43.55412371	1.0	0.0	1.0	255	0	255	
405	0.0434	0.004509	0.19712	0.17712189	0.0184019	0.8044762	9.62519406	1.0	43.71701042	1.0	0.0	1.0	255	0	255	
406	0.050223	0.005209	0.22857	0.1768403	0.01834142	0.80481828	9.64158188	1.0	43.87982338	1.0	0.0	1.0	255	0	255	
407	0.057764	0.005985	0.26347	0.17653009	0.0182905	0.80517941	9.65146199	1.0	44.02172097	1.0	0.0	1.0	255	0	255	
408	0.066038	0.006833	0.3019	0.17620894	0.01823247	0.80555859	9.664569	1.0	44.18264306	1.0	0.0	1.0	255	0	255	
409	0.075033	0.007757	0.34387	0.17586134	0.01818075	0.80595791	9.67294057	1.0	44.33028233	1.0	0.0	1.0	255	0	255	
410	0.084736	0.008756	0.389366	0.17548845	0.0181337	0.80637786	9.6774783	1.0	44.46847876	1.0	0.0	1.0	255	0	255	
411	0.095041	0.009816	0.43797	0.17508525	0.01808311	0.80683164	9.68225346	1.0	44.61797066	1.0	0.0	1.0	255	0	255	
412	0.105836	0.010918	0.48922	0.17465436	0.01801727	0.80732837	9.6937168	1.0	44.808573	1.0	0.0	1.0	255	0	255	
413	0.117066	0.012058	0.5429	0.17419914	0.01794281	0.80785805	9.70857522	1.0	45.02405042	1.0	0.0	1.0	255	0	255	
414	0.128682	0.013237	0.59881	0.17372345	0.01787023	0.80840631	9.72138702	1.0	45.2375916	1.0	0.0	1.0	255	0	255	
415	0.140638	0.014456	0.65676	0.17323065	0.01780616	0.80896319	9.72869397	1.0	45.43165468	1.0	0.0	1.0	255	0	255	
416	0.152893	0.015717	0.71658	0.17272337	0.01775551	0.80952112	9.72787428	1.0	45.59267036	1.0	0.0	1.0	255	0	255	
417	0.165416	0.017025	0.77812	0.1722077	0.01772402	0.81006828	9.71606461	1.0	45.70455213	1.0	0.0	1.0	255	0	255	
418	0.178191	0.018399	0.84131	0.17168417	0.01772714	0.81058869	9.68481983	1.0	45.72585467	1.0	0.0	1.0	255	0	255	
419	0.191214	0.019848	0.90611	0.17115896	0.01776629	0.81107475	9.63391778	1.0	45.65245869	1.0	0.0	1.0	255	0	255	
420	0.204492	0.021391	0.972542	0.17063396	0.01784926	0.81151678	9.55972138	1.0	45.46500865	1.0	0.0	1.0	255	0	255	
421	0.21765	0.022992	1.0389	0.17009993	0.01796893	0.81193114	9.46633612	1.0	45.18528184	1.0	0.0	1.0	255	0	255	
422	0.230267	0.024598	1.1031	0.1695677	0.01811387	0.81231843	9.36120823	1.0	44.84510936	1.0	0.0	1.0	255	0	255	
423	0.242311	0.026213	1.1651	0.16901991	0.01828443	0.81269566	9.24392477	1.0	44.44741159	1.0	0.0	1.0	255	0	255	
424	0.253793	0.027841	1.2249	0.16846151	0.01848017	0.81305832	9.11580044	1.0	43.9962645	1.0	0.0	1.0	255	0	255	
425	0.264737	0.029497	1.2825	0.16790213	0.01870766	0.81339021	8.97504831	1.0	43.47899786	1.0	0.0	1.0	255	0	255	
426	0.275195	0.031195	1.3382	0.1673335	0.01896825	0.81369825	8.82176631	1.0	42.8979003	1.0	0.0	1.0	255	0	255	
427	0.285301	0.032927	1.3926	0.16676194	0.01924624	0.81399182	8.66465211	1.0	42.29355848	1.0	0.0	1.0	255	0	255	
428	0.295143	0.034738	1.4461	0.1661859	0.01955989	0.81425421	8.4962577	1.0	41.62876389	1.0	0.0	1.0	255	0	255	
429	0.304869	0.036654	1.4994	0.1656066	0.01991066	0.81448274	8.3174824	1.0	40.90685873	1.0	0.0	1.0	255	0	255	
430	0.314679	0.038676	1.55348	0.16502686	0.02028282	0.81469031	8.13628607	1.0	40.16651153	1.0	0.0	1.0	255	0	255	
431	0.324355	0.040792	1.6072	0.16445129	0.02068196	0.81486676	7.95143656	1.0	39.39988233	1.0	0.0	1.0	255	0	255	
432	0.33357	0.042946	1.6589	0.16388296	0.02109937	0.81501767	7.76719601	1.0	38.62757882	1.0	0.0	1.0	255	0	255	
433	0.342243	0.045114	1.7082	0.16331839	0.02152841	0.8151532	7.58618167	1.0	37.86407767	1.0	0.0	1.0	255	0	255	
434	0.350312	0.047333	1.7548	0.16275073	0.02199034	0.81525893	7.40100987	1.0	37.07350052	1.0	0.0	1.0	255	0	255	
435	0.357719	0.049602	1.7985	0.16217046	0.02248687	0.81534268	7.21178582	1.0	36.2586186	1.0	0.0	1.0	255	0	255	
436	0.364482	0.051934	1.8392	0.16158867	0.02302431	0.81538702	7.01817692	1.0	35.41417954	1.0	0.0	1.0	255	0	255	
437	0.370493	0.054337	1.8766	0.16098382	0.0236101	0.81540607	6.81842943	1.0	34.53631963	1.0	0.0	1.0	255	0	255	
438	0.375727	0.056822	1.9105	0.16035815	0.02425131	0.81539054	6.61235085	1.0	33.62254057	1.0	0.0	1.0	255	0	255	
439	0.380158	0.059399	1.9408	0.1597063	0.02495382	0.81533988	6.40007408	1.0	32.67395074	1.0	0.0	1.0	255	0	255	
440	0.383734	0.062077	1.96728	0.15902177	0.0257251	0.81525313	6.18158094	1.0	31.69096445	1.0	0.0	1.0	255	0	255	
441	0.386327	0.064737	1.9891	0.1583201	0.02652977	0.81515013	5.96763829	1.0	30.72586002	1.0	0.0	1.0	255	0	255	
442	0.387858	0.067285	2.0057	0.15761184	0.02734226	0.8150459	5.76440514	1.0	29.80902133	1.0	0.0	1.0	255	0	255	
443	0.388396	0.069764	2.0174	0.15689218	0.0281811	0.81492672	5.56728399	1.0	28.91749326	1.0	0.0	1.0	255	0	255	
444	0.387978	0.072218	2.0244	0.15615335	0.02906629	0.81478035	5.37231715	1.0	28.03179263	1.0	0.0	1.0	255	0	255	
445	0.386726	0.074704	2.0273	0.1553909	0.03001692	0.81459218	5.17677768	1.0	27.1377704	1.0	0.0	1.0	255	0	255	
446	0.384696	0.077272	2.0264	0.15459771	0.03105328	0.814349	4.97846568	1.0	26.22424682	1.0	0.0	1.0	255	0	255	
447	0.382006	0.079979	2.0223	0.15376899	0.03219397	0.81403704	4.77632879	1.0	25.28538741	0.97597995	0.0	1.0	249	0	255	
448	0.378709	0.082874	2.0153	0.15289741	0.03345899	0.8136436	4.56969617	1.0	24.31763883	0.8928986	0.0	1.0	228	0	255	
449	0.374915	0.086	2.006	0.15197727	0.03486136	0.81316138	4.35947674	1.0	23.3255814	0.79852251	0.0	1.0	204	0	255	
450	0.370702	0.089456	1.9948	0.15100136	0.03643891	0.81255973	4.14395904	1.0	22.29923091	0.68681427	0.0	1.0	175	0	255	
451	0.366089	0.092947	1.9814	0.15000967	0.03808623	0.8119041	3.93868549	1.0	21.31752504	0.55427093	0.0	1.0	141	0	255	
452	0.361045	0.096275	1.9653	0.1490308	0.03974003	0.81122917	3.75014282	1.0	20.41339912	0.38176424	0.0	1.0	97	0	255	
453	0.355518	0.099535	1.9464	0.14804287	0.04144782	0.8105093	3.57178882	1.0	19.55493043	0.0	0.0	1.0	0	0	255	
454	0.349486	0.102829	1.9248	0.14702107	0.0432579	0.80972103	3.39871048	1.0	18.71845491	0.0	0.0	1.0	0	0	255	
455	0.342957	0.106256	1.9007	0.14594455	0.04521699	0.80883845	3.22764832	1.0	17.88793103	0.0	0.0	1.0	0	0	255	
456	0.335893	0.109901	1.8741	0.14478808	0.04737329	0.80783863	3.05632342	1.0	17.05262009	0.0	0.0	1.0	0	0	255	
457	0.328284	0.113835	1.8451	0.14352976	0.04977005	0.80670019	2.88385822	1.0	16.20854746	0.0	0.0	1.0	0	0	255	
458	0.32015	0.118167	1.8139	0.14214882	0.05246697	0.80538421	2.70930124	1.0	15.35030931	0.0	0.0	1.0	0	0	255	
459	0.311475	0.122932	1.7806	0.14062032	0.0554996	0.80388008	2.53371783	1.0	14.48443042	0.0	0.0	1.0	0	0	255	
460	0.302273	0.128201	1.74537	0.13892218	0.05892012	0.80215769	2.35780532	1.0	13.61432438	0.0	0.28027583	1.0	0	71	255	
461	0.292858	0.133457	1.7091	0.13714337	0.06249699	0.80035965	2.19439969	1.0	12.80637209	0.0	0.48086283	1.0	0	123	255	
462	0.283502	0.138323	1.6723	0.13537969	0.06605289	0.79856742	2.04956515	1.0	12.08981876	0.0	0.59655341	1.0	0	152	255	
463	0.274044	0.143042	1.6347	0.13356364	0.06971585	0.79672052	1.91582892	1.0	11.42811202	0.0	0.68237366	1.0	0	174	255	
464	0.264263	0.147787	1.5956	0.13162802	0.07361193	0.79476004	1.78813427	1.0	10.79661946	0.0	0.75296426	1.0	0	192	255	
465	0.254085	0.152761	1.5549	0.12951983	0.07786992	0.79261026	1.66328448	1.0	10.17864507	0.0	0.81448708	1.0	0	208	255	
466	0.243392	0.158102	1.5122	0.12718439	0.08261613	0.79019948	1.53946187	1.0	9.56471139	0.0	0.86998932	1.0	0	222	255	
467	0.232187	0.163941	1.4673	0.12460208	0.08797818	0.78741974	1.41628391	1.0	8.9501711	0.0	0.92086223	1.0	0	235	255	
468	0.220488	0.170362	1.4199	0.12176612	0.09408367	0.78415021	1.29423228	1.0	8.33460513	0.0	0.96774753	1.0	0	247	255	
469	0.208198	0.177425	1.37	0.11858924	0.10106099	0.78034977	1.1734423	1.0	7.7215725	0.0	1.0	1.0	0	255	255	
470	0.195618	0.18519	1.31756	0.11517998	0.10903997	0.77578004	1.05630974	1.0	7.11463902	0.0	1.0	1.0	0	255	255	
471	0.183034	0.193025	1.2624	0.11171107	0.11780887	0.77048007	0.94823987	1.0	6.54008548	0.0	1.0	1.0	0	255	255	
472	0.170222	0.200313	1.205	0.10804076	0.12713967	0.76481957	0.84978009	1.0	6.01558561	0.0	1.0	1.0	0	255	255	
473	0.157348	0.207156	1.1466	0.10412784	0.13708917	0.75878298	0.75956284	1.0	5.53495916	0.0	1.0	1.0	0	255	255	
474	0.14465	0.213644	1.088	0.10001424	0.14771824	0.75226752	0.67706091	1.0	5.09258392	0.0	1.0	1.0	0	255	255	
475	0.132349	0.21994	1.0302	0.09573241	0.15908987	0.74517772	0.60175048	1.0	4.68400473	0.0	1.0	1.0	0	255	255	
476	0.120584	0.22617	0.97383	0.09131112	0.17126514	0.73742375	0.53315648	1.0	4.30574347	0.0	1.0	1.0	0	255	255	
477	0.109456	0.232467	0.91943	0.08677666	0.18429972	0.72892362	0.47084532	1.0	3.955099	0.0	1.0	1.0	0	255	255	
478	0.099042	0.239025	0.86746	0.0821566	0.19827428	0.71956912	0.41435833	1.0	3.62916013	0.0	1.0	1.0	0	255	255	
479	0.089388	0.245997	0.81828	0.07748176	0.21323088	0.70928736	0.36337029	1.0	3.32638203	0.0	1.0	1.0	0	255	255	
480	0.080507	0.253589	0.772125	0.0727766	0.229239	0.6979844	0.3174704	1.0	3.04478901	0.0	1.0	1.0	0	255	255	
481	0.072034	0.261876	0.72829	0.06781585	0.24654114	0.68564301	0.27506912	1.0	2.78104905	0.0	1.0	1.0	0	255	255	
482	0.06371	0.270643	0.68604	0.06243673	0.26523408	0.67232919	0.23540236	1.0	2.53485219	0.0	1.0	1.0	0	255	255	
483	0.055694	0.279645	0.64553	0.05678026	0.28509923	0.6581205	0.19915965	1.0	2.308391	0.0	1.0	1.0	0	255	255	
484	0.048117	0.288694	0.60685	0.05098971	0.30592978	0.64308051	0.16667129	1.0	2.10205269	0.0	1.0	1.0	0	255	255	
485	0.041072	0.297665	0.57006	0.04519381	0.32753739	0.6272688	0.13798062	1.0	1.91510591	0.0	1.0	1.0	0	255	255	
486	0.034642	0.306469	0.53522	0.03953073	0.34971831	0.61075096	0.1130359	1.0	1.74640828	0.0	1.0	1.0	0	255	255	
487	0.028896	0.315035	0.50234	0.03414509	0.37226255	0.59359236	0.09172314	1.0	1.59455299	0.0	1.0	1.0	0	255	255	
488	0.023876	0.323335	0.4714	0.02916648	0.39498003	0.57585349	0.07384292	1.0	1.45793063	0.0	1.0	1.0	0	255	255	
489	0.019628	0.331366	0.44239	0.0247396	0.41766156	0.55759884	0.0592336	1.0	1.33504946	0.0	1.0	1.0	0	255	255	
490	0.016172	0.339133	0.415254	0.02098736	0.44011296	0.53889968	0.04768631	1.0	1.22445766	0.0	1.0	1.0	0	255	255	
491	0.0133	0.34786	0.390024	0.01770538	0.46308228	0.51921234	0.03823377	1.0	1.12120968	0.0	1.0	1.0	0	255	255	
492	0.010759	0.358326	0.366399	0.01462846	0.48719755	0.49817399	0.03002573	1.0	1.02252976	0.0	1.0	1.0	0	255	255	
493	0.008542	0.370001	0.344015	0.01182189	0.512071	0.47610711	0.02308642	1.0	0.92976776	0.0	1.0	1.0	0	255	255	
494	0.006661	0.382464	0.322689	0.00935778	0.5373089	0.45333331	0.01741602	1.0	0.84371078	0.0	1.0	0.98114848	0	255	250	
495	0.005132	0.395379	0.302356	0.00730152	0.56252321	0.43017527	0.01297995	1.0	0.76472448	0.0	1.0	0.9291645	0	255	237	
496	0.003982	0.408482	0.283036	0.00572538	0.58732135	0.40695327	0.00974829	1.0	0.69289712	0.0	1.0	0.87833509	0	255	224	
497	0.003239	0.421588	0.264816	0.00469663	0.61131339	0.38398998	0.00768286	1.0	0.62813932	0.0	1.0	0.82896579	0	255	211	
498	0.002934	0.434619	0.247848	0.00428071	0.63410908	0.36161021	0.00675074	1.0	0.57026499	0.0	1.0	0.78136207	0	255	199	
499	0.003114	0.447601	0.232318	0.00455908	0.65531387	0.34012705	0.00695709	1.0	0.51902922	0.0	1.0	0.73585138	0	255	188	
500	0.003816	0.460777	0.218502	0.00558634	0.67454307	0.31987059	0.00828166	1.0	0.47420336	0.0	1.0	0.69284745	0	255	177	
501	0.005095	0.47434	0.205851	0.00743485	0.69217816	0.30038699	0.01074124	1.0	0.43397352	0.0	1.0	0.65113613	0	255	166	
502	0.006936	0.4882	0.193596	0.01007068	0.70883885	0.28109047	0.01420729	1.0	0.39655059	0.0	1.0	0.60904103	0	255	155	
503	0.009299	0.50234	0.181736	0.01341121	0.72448531	0.26210348	0.01851137	1.0	0.36177887	0.0	1.0	0.56633781	0	255	144	
504	0.012147	0.51674	0.170281	0.01737351	0.73907845	0.24354805	0.02350699	1.0	0.32952936	0.0	1.0	0.52275646	0	255	133	
505	0.015444	0.53136	0.159249	0.02187371	0.75257806	0.22554822	0.02906504	1.0	0.29970077	0.0	1.0	0.47796007	0	255	122	
506	0.019156	0.54619	0.148673	0.02682842	0.76495163	0.20821995	0.03507204	1.0	0.27220015	0.0	1.0	0.43147033	0	255	110	
507	0.02325	0.56118	0.138609	0.03215594	0.77614071	0.19170335	0.04143056	1.0	0.24699562	0.0	1.0	0.38267635	0	255	98	
508	0.02769	0.57629	0.129096	0.03777235	0.78612586	0.1761018	0.04804873	1.0	0.22401222	0.0	1.0	0.33045768	0	255	84	
509	0.032444	0.5915	0.120215	0.04359821	0.79485701	0.16154478	0.05485038	1.0	0.20323753	0.0	1.0	0.27291798	0	255	70	
510	0.037465	0.606741	0.112044	0.0495405	0.80230215	0.14815736	0.06174793	1.0	0.18466529	0.0	1.0	0.20580463	0	255	52	
511	0.042956	0.62215	0.10471	0.05580035	0.80818014	0.13601952	0.06904444	1.0	0.16830346	0.0	1.0	0.11482909	0	255	29	
512	0.049114	0.63783	0.098196	0.06255445	0.81237741	0.12506814	0.07700171	1.0	0.15395325	0.0	1.0	0.0	0	255	0	
513	0.05592	0.65371	0.092361	0.06972647	0.8151089	0.11516463	0.08554252	1.0	0.14128742	0.0	1.0	0.0	0	255	0	
514	0.063349	0.66968	0.087088	0.07724386	0.81656642	0.10618973	0.09459593	1.0	0.1300442	0.0	1.0	0.0	0	255	0	
515	0.071358	0.68566	0.082248	0.0850243	0.81697579	0.09799992	0.10407199	1.0	0.1199545	0.0	1.0	0.0	0	255	0	
516	0.079901	0.70155	0.077744	0.09299519	0.81652011	0.0904847	0.1138921	1.0	0.11081748	0.0	1.0	0.0	0	255	0	
517	0.088909	0.71723	0.073456	0.10107947	0.81540936	0.08351116	0.12396163	1.0	0.10241624	0.0	1.0	0.0	0	255	0	
518	0.098293	0.73257	0.069268	0.10919855	0.81384821	0.07695324	0.13417557	1.0	0.09455479	0.0	1.0	0.0	0	255	0	
519	0.107949	0.74746	0.06506	0.11727608	0.81204256	0.07068136	0.14442111	1.0	0.08704145	0.0	1.0	0.0	0	255	0	
520	0.117749	0.761757	0.060709	0.12523625	0.81019448	0.06456927	0.15457554	1.0	0.07969602	0.0	1.0	0.0	0	255	0	
521	0.127839	0.77534	0.056457	0.13321614	0.80795218	0.05883168	0.16488121	1.0	0.0728158	0.0	1.0	0.0	0	255	0	
522	0.13845	0.78822	0.052609	0.14137953	0.8048983	0.05372218	0.17564893	1.0	0.06674406	0.0	1.0	0.0	0	255	0	
523	0.149516	0.80046	0.049122	0.14965099	0.80118267	0.04916635	0.1867876	1.0	0.06136721	0.0	1.0	0.0	0	255	0	
524	0.161041	0.81214	0.045954	0.15801734	0.79689148	0.04509118	0.19829217	1.0	0.05658384	0.0	1.0	0.0	0	255	0	
525	0.172953	0.82333	0.04305	0.16640769	0.79217152	0.0414208	0.21006522	1.0	0.05228766	0.0	1.0	0.0	0	255	0	
526	0.185209	0.83412	0.040368	0.17477543	0.78713066	0.03809391	0.22204119	1.0	0.04839591	0.0	1.0	0.0	0	255	0	
527	0.197755	0.8446	0.037839	0.1830736	0.78189659	0.03502982	0.23414042	1.0	0.04480109	0.0	1.0	0.0	0	255	0	
528	0.210538	0.85487	0.035384	0.19126047	0.7765954	0.03214413	0.24628072	1.0	0.04139109	0.0	1.0	0.0	0	255	0	
529	0.22346	0.86504	0.032949	0.19926006	0.7713592	0.02938074	0.25832331	1.0	0.03808957	0.0	1.0	0.0	0	255	0	
530	0.236491	0.875211	0.030451	0.2070572	0.76628175	0.02666105	0.27021027	1.0	0.03479275	0.0	1.0	0.0	0	255	0	
531	0.249633	0.88537	0.028029	0.21463984	0.76126022	0.02409994	0.28195331	1.0	0.03165795	0.0	1.0	0.0	0	255	0	
532	0.262972	0.89537	0.025862	0.22206647	0.75609439	0.02183914	0.29370204	1.0	0.02888415	0.0	1.0	0.0	0	255	0	
533	0.276515	0.90515	0.02392	0.22936168	0.75079733	0.01984099	0.3054908	1.0	0.02642656	0.0	1.0	0.0	0	255	0	
534	0.290269	0.91465	0.022174	0.23655012	0.74537953	0.01807035	0.31735527	1.0	0.02424315	0.0	1.0	0.0	0	255	0	
535	0.304213	0.92381	0.020584	0.24364191	0.73987251	0.01648557	0.32930256	1.0	0.02228164	0.0	1.0	0.0	0	255	0	
536	0.318361	0.93255	0.019127	0.25067045	0.73426937	0.01506018	0.34138759	1.0	0.02051043	0.0	1.0	0.0	0	255	0	
537	0.332705	0.94081	0.01774	0.25766018	0.72860124	0.01373857	0.35363676	1.0	0.01885609	0.0	1.0	0.0	0	255	0	
538	0.347232	0.94852	0.016403	0.26462727	0.72287192	0.01250081	0.36607768	1.0	0.01729326	0.0	1.0	0.0	0	255	0	
539	0.361926	0.9556	0.015064	0.27159591	0.71709978	0.0113043	0.37874215	1.0	0.01576392	0.0	1.0	0.0	0	255	0	
540	0.376772	0.961988	0.013676	0.27858767	0.7113002	0.01011212	0.39165977	1.0	0.01421639	0.0	1.0	0.0	0	255	0	
541	0.391683	0.96754	0.012308	0.28558086	0.70544523	0.00897391	0.40482357	1.0	0.01272092	0.0	1.0	0.0	0	255	0	
542	0.406594	0.97223	0.011056	0.29253892	0.69950643	0.00795464	0.41820763	1.0	0.01137179	0.0	1.0	0.0	0	255	0	
543	0.421539	0.97617	0.009915	0.29946847	0.69348775	0.00704378	0.4318295	1.0	0.01015704	0.0	1.0	0.0	0	255	0	
544	0.436517	0.97946	0.008872	0.30636018	0.68741319	0.00622662	0.44567108	1.0	0.00905805	0.0	1.0	0.0	0	255	0	
545	0.451584	0.9822	0.007918	0.31322978	0.6812781	0.00549212	0.45976787	1.0	0.00806149	0.0	1.0	0.0	0	255	0	
546	0.466782	0.98452	0.00703	0.32007938	0.67510005	0.00482058	0.4741214	1.0	0.00714054	0.0	1.0	0.0	0	255	0	
547	0.482147	0.98652	0.006223	0.3269037	0.668877	0.0042193	0.48873515	1.0	0.00630803	0.0	1.0	0.0	0	255	0	
548	0.497738	0.98832	0.005453	0.33371393	0.66263004	0.00365602	0.50362028	1.0	0.00551744	0.0	1.0	0.0	0	255	0	
549	0.513606	0.99002	0.004714	0.34051076	0.65636395	0.00312529	0.51878346	1.0	0.00476152	0.07516251	1.0	0.0	19	255	0	
550	0.529826	0.991761	0.003988	0.34729594	0.65008997	0.0026141	0.5342275	1.0	0.00402113	0.26092879	1.0	0.0	67	255	0	
551	0.54644	0.99353	0.003289	0.35408185	0.64378695	0.0021312	0.54999849	1.0	0.00331042	0.35772379	1.0	0.0	91	255	0	
