数据集,时间,确认,治愈,死亡,新增确诊,新增治愈,新增死亡,治愈/确认（千分比）,死亡/确认（千分比）,确认/人口（千分比）,死亡/人口（千分比）,治愈/人口（千分比）,确认/平方公里（千分比）,治愈/平方公里（千分比）,死亡/平方公里（千分比）,数据源,级别,洲,国家,省,市,区县,乡镇,村庄,建筑物,经度,纬度
COVID-19_Baidu,2020-06-17 23:59:00,123,123,0,0,0,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,江西,上饶,,,,,117.943433,28.454862
COVID-19_Baidu,2020-06-17 23:59:00,122,114,8,0,0,0,934.43,65.57,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,日本,,福井,,,,,,
COVID-19_Baidu,2020-06-17 23:59:00,120,117,3,0,0,0,975.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,陕西,西安,,,,,108.940174,34.341568
COVID-19_Baidu,2020-06-17 23:59:00,118,114,4,0,0,0,966.1,33.9,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,重庆,市辖区,万州区,,,,108.408661,30.807667
COVID-19_Baidu,2020-06-17 23:59:00,116,116,0,0,0,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,江西,九江,,,,,116.00193,29.705077
COVID-19_Baidu,2020-06-17 23:59:00,113,112,1,0,0,0,991.15,8.85,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,中国,上海,外地来沪人员,,,,,,
COVID-19_Baidu,2020-06-17 23:59:00,108,108,0,0,0,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,安徽,亳州,,,,,115.778676,33.844582
COVID-19_Baidu,2020-06-17 23:59:00,106,106,0,0,0,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,江西,宜春,,,,,114.416778,27.815619
COVID-19_Baidu,2020-06-17 23:59:00,102,101,1,0,0,0,990.2,9.8,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,湖南,邵阳,,,,,111.467791,27.238892
COVID-19_Baidu,2020-06-17 23:59:00,100,98,1,0,0,0,980.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,日本,,滋贺,,,,,,
COVID-19_Baidu,2020-06-17 23:59:00,99,98,1,0,0,0,989.9,10.1,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,广东,东莞,,,,,113.751765,23.020536
COVID-19_Baidu,2020-06-17 23:59:00,98,97,1,0,0,0,989.8,10.2,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,广东,珠海,,,,,113.576726,22.270715
COVID-19_Baidu,2020-06-17 23:59:00,93,93,0,0,0,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,江苏,南京,,,,,118.796877,32.060255
COVID-19_Baidu,2020-06-17 23:59:00,92,90,2,0,0,0,978.26,21.74,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,日本,,奈良,,,,,,
COVID-19_Baidu,2020-06-17 23:59:00,91,88,3,0,0,0,967.03,32.97,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,河南,商丘,,,,,115.65637,34.414172
COVID-19_Baidu,2020-06-17 23:59:00,89,89,0,0,0,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,广东,佛山,,,,,113.121416,23.021548
COVID-19_Baidu,2020-06-17 23:59:00,88,87,1,0,0,0,988.64,11.36,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,日本,,宫城,,,,,,
COVID-19_Baidu,2020-06-17 23:59:00,87,87,0,0,0,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,江苏,苏州,,,,,120.585315,31.298886
COVID-19_Baidu,2020-06-17 23:59:00,83,83,0,0,0,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,安徽,安庆,,,,,117.063754,30.543494
COVID-19_Baidu,2020-06-17 23:59:00,82,72,4,0,0,0,878.05,48.78,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,日本,,爱媛,,,,,,
COVID-19_Baidu,2020-06-17 23:59:00,82,81,0,0,0,0,987.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,日本,,新泻,,,,,,
COVID-19_Baidu,2020-06-17 23:59:00,82,82,0,0,0,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,湖南,常德,,,,,111.698497,29.031673
COVID-19_Baidu,2020-06-17 23:59:00,81,79,0,0,0,0,975.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,日本,,福岛,,,,,,
COVID-19_Baidu,2020-06-17 23:59:00,80,73,1,0,0,0,912.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,日本,,静冈,,,,,,
COVID-19_Baidu,2020-06-17 23:59:00,80,80,0,0,0,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,湖南,株洲,,,,,113.134002,27.82755
COVID-19_Baidu,2020-06-17 23:59:00,79,79,0,0,0,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,江苏,徐州,,,,,117.284124,34.205768
COVID-19_Baidu,2020-06-17 23:59:00,78,78,0,0,0,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,四川,甘孜,,,,,101.96231,30.04952
COVID-19_Baidu,2020-06-17 23:59:00,76,75,0,0,0,0,986.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,日本,,长野,,,,,,
COVID-19_Baidu,2020-06-17 23:59:00,76,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,北京,市辖区,朝阳区,,,,116.601144,39.948574
COVID-19_Baidu,2020-06-17 23:59:00,76,76,0,0,0,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,湖南,娄底,,,,,111.993497,27.700062
COVID-19_Baidu,2020-06-17 23:59:00,76,75,1,0,0,0,986.84,13.16,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,河南,周口,,,,,114.696951,33.626149
COVID-19_Baidu,2020-06-17 23:59:00,76,73,3,0,0,0,960.53,39.47,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,省,亚洲,中国,新疆,,,,,,87.627704,43.793026
COVID-19_Baidu,2020-06-17 23:59:00,75,75,0,0,0,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,省,亚洲,中国,宁夏,,,,,,106.258754,38.471317
COVID-19_Baidu,2020-06-17 23:59:00,74,71,3,0,0,0,959.46,40.54,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,日本,,高知,,,,,,
COVID-19_Baidu,2020-06-17 23:59:00,74,73,1,0,0,0,986.49,13.51,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,江西,赣州,,,,,114.935029,25.831829
COVID-19_Baidu,2020-06-17 23:59:00,72,68,1,0,0,0,944.44,13.89,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,日本,,山梨,,,,,,
COVID-19_Baidu,2020-06-17 23:59:00,72,72,0,0,0,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,江西,抚州,,,,,116.358181,27.949217
COVID-19_Baidu,2020-06-17 23:59:00,72,71,1,0,0,0,986.11,13.89,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,福建,福州,,,,,119.296494,26.074507
COVID-19_Baidu,2020-06-17 23:59:00,69,68,0,0,0,0,985.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,日本,,山形,,,,,,
COVID-19_Baidu,2020-06-17 23:59:00,69,64,0,0,0,0,927.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,中国,陕西,境外输入,,,,,,
COVID-19_Baidu,2020-06-17 23:59:00,69,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,北京,市辖区,海淀区,,,,116.329519,39.972134
COVID-19_Baidu,2020-06-17 23:59:00,69,69,0,0,0,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,安徽,六安,,,,,116.521854,31.733699
COVID-19_Baidu,2020-06-17 23:59:00,67,67,0,0,0,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,广东,中山,,,,,113.392782,22.517645
COVID-19_Baidu,2020-06-17 23:59:00,66,65,0,0,0,0,984.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,日本,,栃木,,,,,,
COVID-19_Baidu,2020-06-17 23:59:00,66,61,0,0,0,0,924.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,中国,福建,境外输入,,,,,,
COVID-19_Baidu,2020-06-17 23:59:00,66,66,0,0,0,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,江苏,淮安,,,,,119.015285,33.610353
COVID-19_Baidu,2020-06-17 23:59:00,65,64,1,0,0,0,984.62,15.38,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,山东,青岛,,,,,120.382639,36.067082
COVID-19_Baidu,2020-06-17 23:59:00,64,64,0,0,0,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,中国,山西,境外输入,,,,,,
COVID-19_Baidu,2020-06-17 23:59:00,63,60,3,0,0,0,952.38,47.62,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,日本,,和歌山,,,,,,
COVID-19_Baidu,2020-06-17 23:59:00,62,62,0,0,0,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,广东,惠州,,,,,114.416196,23.111847
COVID-19_Baidu,2020-06-17 23:59:00,61,55,0,0,0,0,901.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,韩国,,忠清北道,,,,,,
COVID-19_Baidu,2020-06-17 23:59:00,61,60,1,0,0,0,983.61,16.39,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,上海,市辖区,浦东新区,,,,121.544379,31.221517
COVID-19_Baidu,2020-06-17 23:59:00,60,59,1,0,0,0,983.33,16.67,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,日本,,大分,,,,,,
COVID-19_Baidu,2020-06-17 23:59:00,60,52,3,0,0,0,866.67,50.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,韩国,,江原道,,,,,,
COVID-19_Baidu,2020-06-17 23:59:00,60,56,0,0,0,0,933.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,中国,天津,境外输入,,,,,,
COVID-19_Baidu,2020-06-17 23:59:00,60,58,2,0,0,0,966.67,33.33,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,天津,市辖区,宝坻区,,,,117.309863,39.717379
COVID-19_Baidu,2020-06-17 23:59:00,60,60,0,0,0,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,湖南,益阳,,,,,112.35518,28.55386
COVID-19_Baidu,2020-06-17 23:59:00,58,57,1,0,0,0,982.76,17.24,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,河南,平顶山,,,,,113.192661,33.766169
COVID-19_Baidu,2020-06-17 23:59:00,58,57,1,0,0,0,982.76,17.24,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,河北,唐山,,,,,118.180193,39.630867
COVID-19_Baidu,2020-06-17 23:59:00,57,47,0,0,0,0,824.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,中国,甘肃,境外输入,,,,,,
COVID-19_Baidu,2020-06-17 23:59:00,57,54,3,0,0,0,947.37,52.63,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,河南,新乡,,,,,113.9268,35.303004
COVID-19_Baidu,2020-06-17 23:59:00,56,16,0,0,0,0,285.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,北京,市辖区,大兴区,,,,116.341014,39.784747
COVID-19_Baidu,2020-06-17 23:59:00,56,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,北京,市辖区,西城区,,,,116.365868,39.912289
COVID-19_Baidu,2020-06-17 23:59:00,56,56,0,0,0,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,福建,莆田,,,,,119.007777,25.454084
COVID-19_Baidu,2020-06-17 23:59:00,55,54,1,0,0,0,981.82,18.18,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,海南,三亚,,,,,109.511909,18.252847
COVID-19_Baidu,2020-06-17 23:59:00,55,55,0,0,0,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,广西,南宁,,,,,108.366543,22.817002
COVID-19_Baidu,2020-06-17 23:59:00,55,55,0,0,0,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,浙江,金华,,,,,119.647444,29.079059
COVID-19_Baidu,2020-06-17 23:59:00,55,55,0,0,0,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,江苏,无锡,,,,,120.31191,31.491169
COVID-19_Baidu,2020-06-17 23:59:00,54,43,1,0,0,0,796.3,18.52,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,韩国,,大田,,,,,,
COVID-19_Baidu,2020-06-17 23:59:00,53,47,1,0,0,0,886.79,18.87,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,韩国,,蔚山,,,,,,
COVID-19_Baidu,2020-06-17 23:59:00,53,53,0,0,0,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,云南,昆明,,,,,102.832891,24.880095
COVID-19_Baidu,2020-06-17 23:59:00,53,53,0,0,0,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,河南,安阳,,,,,114.392392,36.097577
COVID-19_Baidu,2020-06-17 23:59:00,52,49,3,0,0,0,942.31,57.69,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,黑龙江,双鸭山,,,,,131.159133,46.646508
COVID-19_Baidu,2020-06-17 23:59:00,51,51,0,0,0,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,江苏,常州,,,,,119.973987,31.810689
COVID-19_Baidu,2020-06-17 23:59:00,50,50,0,0,0,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,中国,浙江,境外输入,,,,,,
COVID-19_Baidu,2020-06-17 23:59:00,49,49,0,0,0,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,山东,临沂,,,,,118.356448,35.104672
COVID-19_Baidu,2020-06-17 23:59:00,48,45,3,0,0,0,937.5,62.5,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,日本,,熊本,,,,,,
COVID-19_Baidu,2020-06-17 23:59:00,48,28,0,0,0,0,583.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,中国,四川,境外输入,,,,,,
COVID-19_Baidu,2020-06-17 23:59:00,48,48,0,0,0,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,湖南,衡阳,,,,,112.571997,26.89323
COVID-19_Baidu,2020-06-17 23:59:00,48,48,0,0,0,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,江苏,连云港,,,,,119.221611,34.596653
COVID-19_Baidu,2020-06-17 23:59:00,48,47,1,0,0,0,979.17,20.83,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,吉林,吉林,,,,,126.549576,43.837883
COVID-19_Baidu,2020-06-17 23:59:00,48,45,3,0,0,0,937.5,62.5,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,河北,沧州,,,,,116.838834,38.304477
COVID-19_Baidu,2020-06-17 23:59:00,47,47,0,0,0,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,日本,,佐贺,,,,,,
COVID-19_Baidu,2020-06-17 23:59:00,47,47,0,0,0,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,韩国,,世宗,,,,,,
COVID-19_Baidu,2020-06-17 23:59:00,47,47,0,0,0,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,山东,烟台,,,,,121.447935,37.463822
COVID-19_Baidu,2020-06-17 23:59:00,47,47,0,0,0,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,山东,济南,,,,,117.119999,36.651216
COVID-19_Baidu,2020-06-17 23:59:00,47,47,0,0,0,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,福建,泉州,,,,,118.675675,24.874132
COVID-19_Baidu,2020-06-17 23:59:00,47,43,4,0,0,0,914.89,85.11,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,黑龙江,绥化,,,,,126.968887,46.653845
COVID-19_Baidu,2020-06-17 23:59:00,46,46,0,0,0,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,浙江,嘉兴,,,,,120.755486,30.746129
COVID-19_Baidu,2020-06-17 23:59:00,46,46,0,0,0,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,黑龙江,鸡西,,,,,130.969333,45.295075
COVID-19_Baidu,2020-06-17 23:59:00,45,44,1,0,0,0,977.78,22.22,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,日本,,三重,,,,,,
COVID-19_Baidu,2020-06-17 23:59:00,45,45,0,0,0,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,吉林,长春,,,,,125.323544,43.817071
COVID-19_Baidu,2020-06-17 23:59:00,45,45,0,0,0,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,省,亚洲,中国,澳门,,,,,,113.543028,22.186835
COVID-19_Baidu,2020-06-17 23:59:00,44,43,1,0,0,0,977.27,22.73,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,广西,北海,,,,,109.119927,21.481254
COVID-19_Baidu,2020-06-17 23:59:00,44,44,0,0,0,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,湖南,永州,,,,,111.613445,26.420394
COVID-19_Baidu,2020-06-17 23:59:00,44,44,0,0,0,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,山东,潍坊,,,,,119.161755,36.706774
COVID-19_Baidu,2020-06-17 23:59:00,43,42,1,0,0,0,976.74,23.26,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,黑龙江,齐齐哈尔,,,,,123.918186,47.354348
COVID-19_Baidu,2020-06-17 23:59:00,42,42,0,0,0,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,四川,达州,,,,,107.468023,31.209571
COVID-19_Baidu,2020-06-17 23:59:00,42,42,0,0,0,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,浙江,绍兴,,,,,120.580232,30.029752
COVID-19_Baidu,2020-06-17 23:59:00,41,41,0,0,0,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,安徽,宿州,,,,,116.964356,33.646373
COVID-19_Baidu,2020-06-17 23:59:00,41,41,0,0,0,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,河北,张家口,,,,,114.887543,40.824418
COVID-19_Baidu,2020-06-17 23:59:00,40,40,0,0,0,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,湖南,怀化,,,,,109.998488,27.554978
COVID-19_Baidu,2020-06-17 23:59:00,40,40,0,0,0,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,江苏,南通,,,,,120.894291,31.980171
COVID-19_Baidu,2020-06-17 23:59:00,39,39,0,0,0,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,四川,南充,,,,,106.110698,30.837793
COVID-19_Baidu,2020-06-17 23:59:00,39,39,0,0,0,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,海南,海口,,,,,110.198293,20.044001
COVID-19_Baidu,2020-06-17 23:59:00,39,39,0,0,0,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,湖南,郴州,,,,,113.014717,25.770509
COVID-19_Baidu,2020-06-17 23:59:00,39,38,1,0,0,0,974.36,25.64,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,河南,许昌,,,,,113.85264,34.035506
COVID-19_Baidu,2020-06-17 23:59:00,38,38,0,0,0,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,山东,聊城,,,,,115.985371,36.456703
COVID-19_Baidu,2020-06-17 23:59:00,38,37,1,0,0,0,973.68,26.32,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,山东,威海,,,,,122.120419,37.513068
COVID-19_Baidu,2020-06-17 23:59:00,38,38,0,0,0,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,安徽,马鞍山,,,,,118.506759,31.670452
COVID-19_Baidu,2020-06-17 23:59:00,37,36,0,0,0,0,972.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,日本,,山口,,,,,,
COVID-19_Baidu,2020-06-17 23:59:00,37,35,2,0,0,0,945.95,54.05,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,山东,德州,,,,,116.357464,37.434092
COVID-19_Baidu,2020-06-17 23:59:00,37,37,0,0,0,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,江苏,泰州,,,,,119.923116,32.455778
COVID-19_Baidu,2020-06-17 23:59:00,37,37,0,0,0,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,山西,晋中,,,,,112.752694,37.687024
COVID-19_Baidu,2020-06-17 23:59:00,36,36,0,0,0,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,中国,浙江,省十里丰监狱,,,,,,
COVID-19_Baidu,2020-06-17 23:59:00,36,34,2,0,0,0,944.44,55.56,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,甘肃,兰州,,,,,103.834303,36.061089
COVID-19_Baidu,2020-06-17 23:59:00,36,35,1,0,0,0,972.22,27.78,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,贵州,贵阳,,,,,106.630153,26.647661
COVID-19_Baidu,2020-06-17 23:59:00,36,36,0,0,0,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,湖南,湘潭,,,,,112.944049,27.829738
COVID-19_Baidu,2020-06-17 23:59:00,36,36,0,0,0,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,河南,漯河,,,,,114.016539,33.581412
COVID-19_Baidu,2020-06-17 23:59:00,35,33,2,0,0,0,942.86,57.14,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,山东,泰安,,,,,117.087614,36.200252
COVID-19_Baidu,2020-06-17 23:59:00,35,35,0,0,0,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,福建,厦门,,,,,118.089425,24.479833
COVID-19_Baidu,2020-06-17 23:59:00,35,32,0,0,0,0,914.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,河北,保定,,,,,115.464806,38.873891
COVID-19_Baidu,2020-06-17 23:59:00,34,34,0,0,0,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,宁夏,银川,,,,,106.230909,38.487193
COVID-19_Baidu,2020-06-17 23:59:00,34,34,0,0,0,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,安徽,芜湖,,,,,118.432941,31.352859
COVID-19_Baidu,2020-06-17 23:59:00,33,33,0,0,0,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,江西,萍乡,,,,,113.854556,27.622768
COVID-19_Baidu,2020-06-17 23:59:00,33,31,0,0,0,0,939.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,辽宁,沈阳,,,,,123.431474,41.805698
COVID-19_Baidu,2020-06-17 23:59:00,32,32,0,0,0,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,韩国,,光州市,,,,,,
COVID-19_Baidu,2020-06-17 23:59:00,32,32,0,0,0,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,贵州,遵义,,,,,106.927389,27.725654
COVID-19_Baidu,2020-06-17 23:59:00,32,32,0,0,0,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,广西,桂林,,,,,110.290194,25.273566
COVID-19_Baidu,2020-06-17 23:59:00,32,31,1,0,0,0,968.75,31.25,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,河南,焦作,,,,,113.241823,35.215892
COVID-19_Baidu,2020-06-17 23:59:00,32,32,0,0,0,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,河北,邯郸,,,,,114.538961,36.625657
COVID-19_Baidu,2020-06-17 23:59:00,31,30,1,0,0,0,967.74,32.26,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,河南,洛阳,,,,,112.45404,34.619682
COVID-19_Baidu,2020-06-17 23:59:00,30,30,0,0,0,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,四川,广安,,,,,106.633212,30.455961
COVID-19_Baidu,2020-06-17 23:59:00,30,29,1,0,0,0,966.67,33.33,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,山东,淄博,,,,,118.054927,36.813487
