数据集,时间,确认,治愈,死亡,新增确诊,新增治愈,新增死亡,治愈/确认（千分比）,死亡/确认（千分比）,确认/人口（千分比）,死亡/人口（千分比）,治愈/人口（千分比）,确认/平方公里（千分比）,治愈/平方公里（千分比）,死亡/平方公里（千分比）,数据源,级别,洲,国家,省,市,区县,乡镇,村庄,建筑物,经度,纬度
COVID-19_JHU,2020-06-16 23:59:00,84867,79926,4645,44,4,0,941.78,54.73,0.06,0.0,0.06,8.84,8.33,0.48,统计数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-06-15 23:59:00,84823,79922,4645,45,9,0,942.22,54.76,0.06,0.0,0.06,8.84,8.33,0.48,统计数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-06-14 23:59:00,84778,79913,4645,49,7,0,942.61,54.79,0.06,0.0,0.06,8.83,8.33,0.48,统计数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-06-13 23:59:00,84729,79906,4645,58,3,0,943.08,54.82,0.06,0.0,0.06,8.83,8.33,0.48,统计数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-06-12 23:59:00,84671,79903,4645,12,8,0,943.69,54.86,0.06,0.0,0.06,8.82,8.33,0.48,统计数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-06-11 23:59:00,84659,79895,4645,7,8,0,943.73,54.87,0.06,0.0,0.06,8.82,8.33,0.48,统计数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-06-10 23:59:00,84652,79887,4645,11,5,0,943.71,54.87,0.06,0.0,0.06,8.82,8.32,0.48,统计数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-06-09 23:59:00,84641,79882,4645,3,8,0,943.77,54.88,0.06,0.0,0.06,8.82,8.32,0.48,统计数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-06-08 23:59:00,84638,79874,4645,4,10,0,943.71,54.88,0.06,0.0,0.06,8.82,8.32,0.48,统计数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-06-07 23:59:00,84634,79864,4645,5,11,0,943.64,54.88,0.06,0.0,0.06,8.82,8.32,0.48,统计数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-06-06 23:59:00,84629,79853,4645,9,4,0,943.57,54.89,0.06,0.0,0.06,8.82,8.32,0.48,统计数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-06-05 23:59:00,84620,79849,4645,6,6,0,943.62,54.89,0.06,0.0,0.06,8.82,8.32,0.48,统计数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-06-04 23:59:00,84614,79843,4645,11,11,0,943.61,54.9,0.06,0.0,0.06,8.82,8.32,0.48,统计数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-06-03 23:59:00,84603,79832,4645,-1,5,0,943.61,54.9,0.06,0.0,0.06,8.82,8.32,0.48,统计数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-06-02 23:59:00,84604,79827,4645,7,2,0,943.54,54.9,0.06,0.0,0.06,8.82,8.32,0.48,统计数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-06-01 23:59:00,84597,79825,4645,9,13,0,943.59,54.91,0.06,0.0,0.06,8.81,8.32,0.48,统计数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-05-31 23:59:00,84588,79812,4645,18,5,0,943.54,54.91,0.06,0.0,0.06,8.81,8.32,0.48,统计数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-05-30 23:59:00,84570,79807,4645,5,5,0,943.68,54.92,0.06,0.0,0.06,8.81,8.32,0.48,统计数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-05-29 23:59:00,84565,79802,4645,18,11,0,943.68,54.93,0.06,0.0,0.06,8.81,8.32,0.48,统计数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-05-28 23:59:00,84547,79791,4645,0,5,0,943.75,54.94,0.06,0.0,0.06,8.81,8.31,0.48,统计数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-05-27 23:59:00,84547,79786,4645,3,12,0,943.69,54.94,0.06,0.0,0.06,8.81,8.31,0.48,统计数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-05-26 23:59:00,84544,79774,4645,1,7,0,943.58,54.94,0.06,0.0,0.06,8.81,8.31,0.48,统计数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-05-25 23:59:00,84543,79767,4645,7,10,0,943.51,54.94,0.06,0.0,0.06,8.81,8.31,0.48,统计数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-05-24 23:59:00,84536,79757,4645,11,11,0,943.47,54.95,0.06,0.0,0.06,8.81,8.31,0.48,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-05-23 23:59:00,84525,79746,4645,3,6,0,943.46,54.95,0.06,0.0,0.06,8.81,8.31,0.48,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-05-22 23:59:00,84522,79740,4645,19,32,0,943.42,54.96,0.06,0.0,0.06,8.81,8.31,0.48,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-05-21 23:59:00,84503,79708,4645,0,0,0,943.26,54.97,0.06,0.0,0.06,8.81,8.31,0.48,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-05-20 23:59:00,84503,79708,4645,0,0,0,943.26,54.97,0.06,0.0,0.06,8.81,8.31,0.48,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-05-19 23:59:00,84503,79708,4645,0,0,0,943.26,54.97,0.06,0.0,0.06,8.81,8.31,0.48,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-05-18 23:59:00,84503,79708,4645,9,7,0,943.26,54.97,0.06,0.0,0.06,8.81,8.31,0.48,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-05-17 23:59:00,84494,79701,4645,10,19,0,943.27,54.97,0.06,0.0,0.06,8.8,8.3,0.48,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-05-16 23:59:00,84484,79682,4645,6,14,1,943.16,54.98,0.06,0.0,0.06,8.8,8.3,0.48,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-05-15 23:59:00,84478,79668,4644,9,24,0,943.06,54.97,0.06,0.0,0.06,8.8,8.3,0.48,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-05-14 23:59:00,84469,79644,4644,5,23,0,942.88,54.98,0.06,0.0,0.06,8.8,8.3,0.48,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-05-13 23:59:00,84464,79621,4644,6,27,0,942.66,54.98,0.06,0.0,0.06,8.8,8.3,0.48,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-05-12 23:59:00,84458,79594,4644,7,28,0,942.41,54.99,0.06,0.0,0.06,8.8,8.29,0.48,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-05-11 23:59:00,84451,79566,4644,1,33,1,942.16,54.99,0.06,0.0,0.06,8.8,8.29,0.48,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-05-10 23:59:00,84450,79533,4643,20,45,0,941.78,54.98,0.06,0.0,0.06,8.8,8.29,0.48,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-05-09 23:59:00,84430,79488,4643,14,140,0,941.47,54.99,0.06,0.0,0.06,8.8,8.28,0.48,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-05-08 23:59:00,84416,79348,4643,1,24,0,939.96,55.0,0.06,0.0,0.06,8.8,8.27,0.48,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-05-07 23:59:00,84415,79324,4643,6,56,0,939.69,55.0,0.06,0.0,0.06,8.8,8.27,0.48,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-05-06 23:59:00,84409,79268,4643,3,64,0,939.09,55.01,0.06,0.0,0.06,8.8,8.26,0.48,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-05-05 23:59:00,84406,79204,4643,2,78,0,938.37,55.01,0.06,0.0,0.06,8.8,8.25,0.48,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-05-04 23:59:00,84404,79126,4643,4,110,0,937.47,55.01,0.06,0.0,0.06,8.79,8.24,0.48,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-05-03 23:59:00,84400,79016,4643,9,106,0,936.21,55.01,0.06,0.0,0.06,8.79,8.23,0.48,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-05-02 23:59:00,84391,78910,4643,3,13,0,935.05,55.02,0.06,0.0,0.06,8.79,8.22,0.48,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-05-01 23:59:00,84388,78897,4643,3,52,0,934.93,55.02,0.06,0.0,0.06,8.79,8.22,0.48,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-04-30 23:59:00,84385,78845,4643,12,60,0,934.35,55.02,0.06,0.0,0.06,8.79,8.22,0.48,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-04-29 23:59:00,84373,78785,4643,4,56,0,933.77,55.03,0.06,0.0,0.06,8.79,8.21,0.48,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-04-28 23:59:00,84369,78729,4643,22,65,0,933.15,55.03,0.06,0.0,0.06,8.79,8.2,0.48,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-04-27 23:59:00,84347,78664,4643,6,106,0,932.62,55.05,0.06,0.0,0.06,8.79,8.2,0.48,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-04-26 23:59:00,84341,78558,4643,3,108,1,931.43,55.05,0.06,0.0,0.06,8.79,8.19,0.48,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-04-25 23:59:00,84338,78450,4642,11,77,0,930.19,55.04,0.06,0.0,0.06,8.79,8.17,0.48,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-04-24 23:59:00,84327,78373,4642,16,137,0,929.39,55.05,0.06,0.0,0.06,8.79,8.17,0.48,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-04-23 23:59:00,84311,78236,4642,17,139,0,927.95,55.06,0.06,0.0,0.06,8.79,8.15,0.48,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-04-22 23:59:00,84294,78097,4642,16,81,0,926.48,55.07,0.06,0.0,0.06,8.78,8.14,0.48,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-04-21 23:59:00,84278,78016,4642,39,68,0,925.7,55.08,0.06,0.0,0.06,8.78,8.13,0.48,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-04-20 23:59:00,84239,77948,4642,14,69,0,925.32,55.11,0.06,0.0,0.06,8.78,8.12,0.48,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-04-19 23:59:00,84225,77879,4642,40,87,0,924.65,55.11,0.06,0.0,0.06,8.78,8.11,0.48,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-04-18 23:59:00,84185,77792,4642,30,74,0,924.06,55.14,0.06,0.0,0.06,8.77,8.11,0.48,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-04-17 23:59:00,84155,77718,4642,357,-838,1290,923.51,55.16,0.06,0.0,0.06,8.77,8.1,0.48,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-04-16 23:59:00,83798,78556,3352,47,121,0,937.44,40.0,0.06,0.0,0.06,8.73,8.19,0.35,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-04-15 23:59:00,83751,78435,3352,52,111,1,936.53,40.02,0.06,0.0,0.06,8.73,8.17,0.35,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-04-14 23:59:00,83699,78324,3351,93,176,0,935.78,40.04,0.06,0.0,0.06,8.72,8.16,0.35,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-04-13 23:59:00,83606,78148,3351,84,83,2,934.72,40.08,0.06,0.0,0.06,8.71,8.14,0.35,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-04-12 23:59:00,83522,78065,3349,123,89,0,934.66,40.1,0.06,0.0,0.06,8.7,8.13,0.35,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-04-11 23:59:00,83399,77976,3349,76,94,3,934.98,40.16,0.06,0.0,0.06,8.69,8.13,0.35,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-04-10 23:59:00,83323,77882,3346,60,136,2,934.7,40.16,0.06,0.0,0.06,8.68,8.12,0.35,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-04-09 23:59:00,83263,77746,3344,75,118,2,933.74,40.16,0.06,0.0,0.06,8.68,8.1,0.35,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-04-08 23:59:00,83188,77628,3342,94,161,2,933.16,40.17,0.06,0.0,0.06,8.67,8.09,0.35,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-04-07 23:59:00,83094,77467,3340,56,100,0,932.28,40.2,0.06,0.0,0.06,8.66,8.07,0.35,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-04-06 23:59:00,83038,77367,3340,73,110,2,931.71,40.22,0.06,0.0,0.06,8.65,8.06,0.35,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-04-05 23:59:00,82965,77257,3338,67,261,3,931.2,40.23,0.06,0.0,0.06,8.64,8.05,0.35,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-04-04 23:59:00,82898,76996,3335,39,186,4,928.8,40.23,0.06,0.0,0.06,8.64,8.02,0.35,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-04-03 23:59:00,82859,76810,3331,88,200,4,927.0,40.2,0.06,0.0,0.06,8.63,8.0,0.35,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-04-02 23:59:00,82771,76610,3327,81,166,6,925.57,40.2,0.06,0.0,0.06,8.62,7.98,0.35,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-04-01 23:59:00,82690,76444,3321,89,199,7,924.46,40.16,0.06,0.0,0.06,8.62,7.97,0.35,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-03-31 23:59:00,82601,76245,3314,97,283,1,923.05,40.12,0.06,0.0,0.06,8.61,7.94,0.35,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-03-30 23:59:00,82504,75962,3313,84,350,7,920.71,40.16,0.06,0.0,0.06,8.6,7.92,0.35,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-03-29 23:59:00,82420,75612,3306,138,482,5,917.4,40.11,0.06,0.0,0.06,8.59,7.88,0.34,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-03-28 23:59:00,82282,75130,3301,118,381,3,913.08,40.12,0.06,0.0,0.06,8.57,7.83,0.34,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-03-27 23:59:00,82164,74749,3298,130,539,5,909.75,40.14,0.06,0.0,0.06,8.56,7.79,0.34,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-03-26 23:59:00,82034,74210,3293,138,408,6,904.62,40.14,0.06,0.0,0.06,8.55,7.73,0.34,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-03-25 23:59:00,81896,73802,3287,90,493,4,901.17,40.14,0.06,0.0,0.06,8.53,7.69,0.34,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-03-24 23:59:00,81806,73309,3283,113,467,7,896.13,40.13,0.06,0.0,0.06,8.52,7.64,0.34,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-03-23 23:59:00,81693,72842,3276,89,452,0,891.66,40.1,0.06,0.0,0.05,8.51,7.59,0.34,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-03-22 23:59:00,81604,72390,3276,146,505,15,887.09,40.15,0.06,0.0,0.05,8.5,7.54,0.34,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-03-21 23:59:00,81458,71885,3261,73,593,6,882.48,40.03,0.06,0.0,0.05,8.49,7.49,0.34,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-03-20 23:59:00,81385,71292,3255,121,731,5,875.98,40.0,0.06,0.0,0.05,8.48,7.43,0.34,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-03-19 23:59:00,81264,70561,3250,62,784,8,868.29,39.99,0.06,0.0,0.05,8.47,7.35,0.34,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-03-18 23:59:00,81202,69777,3242,67,957,11,859.3,39.93,0.06,0.0,0.05,8.46,7.27,0.34,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-03-17 23:59:00,81135,68820,3231,35,890,13,848.22,39.82,0.06,0.0,0.05,8.45,7.17,0.34,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-03-16 23:59:00,81100,67930,3218,38,893,14,837.61,39.68,0.06,0.0,0.05,8.45,7.08,0.34,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-03-15 23:59:00,81062,67037,3204,32,1357,10,826.98,39.53,0.06,0.0,0.05,8.45,6.99,0.33,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-03-14 23:59:00,81030,65680,3194,35,1464,13,810.56,39.42,0.06,0.0,0.05,8.44,6.84,0.33,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-03-13 23:59:00,80995,64216,3181,14,1295,8,792.84,39.27,0.06,0.0,0.05,8.44,6.69,0.33,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-03-12 23:59:00,80981,62921,3173,12,1260,11,776.98,39.18,0.06,0.0,0.05,8.44,6.56,0.33,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-03-11 23:59:00,80969,61661,3162,35,1463,22,761.54,39.05,0.06,0.0,0.05,8.44,6.43,0.33,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-03-10 23:59:00,80934,60198,3140,29,1379,16,743.79,38.8,0.06,0.0,0.05,8.43,6.27,0.33,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-03-09 23:59:00,80905,58819,3124,37,1418,23,727.01,38.61,0.06,0.0,0.04,8.43,6.13,0.33,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-03-08 23:59:00,80868,57401,3101,53,1850,28,709.81,38.35,0.06,0.0,0.04,8.43,5.98,0.32,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-03-07 23:59:00,80815,55551,3073,80,1595,28,687.38,38.03,0.06,0.0,0.04,8.42,5.79,0.32,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-03-06 23:59:00,80735,53956,3045,154,1652,29,668.31,37.72,0.06,0.0,0.04,8.41,5.62,0.32,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-03-05 23:59:00,80581,52304,3016,153,2291,32,649.09,37.43,0.06,0.0,0.04,8.4,5.45,0.31,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-03-04 23:59:00,80428,50013,2984,125,2551,36,621.84,37.1,0.06,0.0,0.04,8.38,5.21,0.31,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-03-03 23:59:00,80303,47462,2948,126,2596,33,591.04,36.71,0.06,0.0,0.04,8.37,4.95,0.31,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-03-02 23:59:00,80177,44866,2915,205,2695,42,559.59,36.36,0.06,0.0,0.03,8.35,4.68,0.3,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-03-01 23:59:00,79972,42171,2873,577,2842,35,527.32,35.93,0.06,0.0,0.03,8.33,4.39,0.3,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-02-29 23:59:00,79395,39329,2838,433,2994,47,495.36,35.75,0.06,0.0,0.03,8.27,4.1,0.3,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-02-28 23:59:00,78962,36335,2791,330,3400,44,460.16,35.35,0.06,0.0,0.03,8.23,3.79,0.29,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-02-27 23:59:00,78632,32935,2747,434,2846,29,418.85,34.93,0.06,0.0,0.02,8.19,3.43,0.29,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-02-26 23:59:00,78198,30089,2718,413,2408,52,384.78,34.76,0.06,0.0,0.02,8.15,3.14,0.28,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-02-25 23:59:00,77785,27681,2666,514,2661,70,355.87,34.27,0.06,0.0,0.02,8.11,2.88,0.28,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-02-24 23:59:00,77271,25020,2596,221,1831,150,323.8,33.6,0.06,0.0,0.02,8.05,2.61,0.27,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-02-23 23:59:00,77050,23189,2446,23,488,2,300.96,31.75,0.06,0.0,0.02,8.03,2.42,0.25,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-02-22 23:59:00,77027,22701,2444,1451,3995,205,294.71,31.73,0.06,0.0,0.02,8.03,2.37,0.25,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-02-21 23:59:00,75576,18706,2239,475,690,0,247.51,29.63,0.06,0.0,0.01,7.87,1.95,0.23,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-02-20 23:59:00,75101,18016,2239,459,2052,122,239.89,29.81,0.06,0.0,0.01,7.83,1.88,0.23,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-02-19 23:59:00,74642,15964,2117,409,1756,113,213.87,28.36,0.06,0.0,0.01,7.78,1.66,0.22,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-02-18 23:59:00,74233,14208,2004,1777,1744,139,191.4,27.0,0.06,0.0,0.01,7.74,1.48,0.21,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-02-17 23:59:00,72456,12464,1865,1923,1707,98,172.02,25.74,0.05,0.0,0.01,7.55,1.3,0.19,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-02-16 23:59:00,70533,10757,1767,2102,1457,104,152.51,25.05,0.05,0.0,0.01,7.35,1.12,0.18,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-02-15 23:59:00,68431,9300,1663,2055,1321,142,135.9,24.3,0.05,0.0,0.01,7.13,0.97,0.17,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-02-14 23:59:00,66376,7979,1521,6463,1761,152,120.21,22.91,0.05,0.0,0.01,6.92,0.83,0.16,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-02-13 23:59:00,59913,6218,1369,15136,1135,252,103.78,22.85,0.05,0.0,0.0,6.24,0.65,0.14,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-02-12 23:59:00,44777,5083,1117,373,446,5,113.52,24.95,0.03,0.0,0.0,4.67,0.53,0.12,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-02-11 23:59:00,44404,4637,1112,2032,718,100,104.43,25.04,0.03,0.0,0.0,4.63,0.48,0.12,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-02-10 23:59:00,42372,3919,1012,2525,699,107,92.49,23.88,0.03,0.0,0.0,4.42,0.41,0.11,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-02-09 23:59:00,39847,3220,905,3016,623,100,80.81,22.71,0.03,0.0,0.0,4.15,0.34,0.09,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-02-08 23:59:00,36831,2597,805,2705,597,87,70.51,21.86,0.03,0.0,0.0,3.84,0.27,0.08,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-02-07 23:59:00,34126,2000,718,3523,522,85,58.61,21.04,0.03,0.0,0.0,3.56,0.21,0.07,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
COVID-19_JHU,2020-02-06 23:59:00,30603,1478,633,3152,363,70,48.3,20.68,0.02,0.0,0.0,3.19,0.15,0.07,预定义的数据,国家,亚洲,中国,,,,,,,104.195397,35.86166
