数据集,时间,确认,治愈,死亡,新增确诊,新增治愈,新增死亡,治愈/确认（千分比）,死亡/确认（千分比）,确认/人口（千分比）,死亡/人口（千分比）,治愈/人口（千分比）,确认/平方公里（千分比）,治愈/平方公里（千分比）,死亡/平方公里（千分比）,数据源,级别,洲,国家,省,市,区县,乡镇,村庄,建筑物,经度,纬度
COVID-19_JHU,2020-03-13 23:59:00,5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,输入的数据,国家,北美洲,多米尼加,,,,,,,-70.162651,18.735693
COVID-19_JHU,2020-03-12 23:59:00,5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,输入的数据,国家,北美洲,多米尼加,,,,,,,-70.162651,18.735693
COVID-19_JHU,2020-03-11 23:59:00,5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,输入的数据,国家,北美洲,多米尼加,,,,,,,-70.162651,18.735693
COVID-19_JHU,2020-03-10 23:59:00,5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,输入的数据,国家,北美洲,多米尼加,,,,,,,-70.162651,18.735693
COVID-19_JHU,2020-03-09 23:59:00,5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,输入的数据,国家,北美洲,多米尼加,,,,,,,-70.162651,18.735693
COVID-19_JHU,2020-03-08 23:59:00,5,0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,输入的数据,国家,北美洲,多米尼加,,,,,,,-70.162651,18.735693
COVID-19_JHU,2020-03-07 23:59:00,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,输入的数据,国家,北美洲,多米尼加,,,,,,,-70.162651,18.735693
COVID-19_JHU,2020-03-06 23:59:00,2,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,输入的数据,国家,北美洲,多米尼加,,,,,,,-70.162651,18.735693
COVID-19_JHU,2020-03-05 23:59:00,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,输入的数据,国家,北美洲,多米尼加,,,,,,,-70.162651,18.735693
COVID-19_JHU,2020-03-04 23:59:00,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,输入的数据,国家,北美洲,多米尼加,,,,,,,-70.162651,18.735693
COVID-19_JHU,2020-03-03 23:59:00,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,输入的数据,国家,北美洲,多米尼加,,,,,,,-70.162651,18.735693
COVID-19_JHU,2020-03-02 23:59:00,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,输入的数据,国家,北美洲,多米尼加,,,,,,,-70.162651,18.735693
COVID-19_JHU,2020-03-01 23:59:00,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,输入的数据,国家,北美洲,多米尼加,,,,,,,-70.162651,18.735693
COVID-19_JHU,2020-06-16 23:59:00,11147,7842,788,116,107,11,703.51,70.69,0.32,0.02,0.23,4.68,3.29,0.33,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-06-15 23:59:00,11031,7735,777,112,129,10,701.21,70.44,0.32,0.02,0.22,4.63,3.25,0.33,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-06-14 23:59:00,10919,7606,767,109,186,7,696.58,70.24,0.32,0.02,0.22,4.58,3.19,0.32,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-06-13 23:59:00,10810,7420,760,112,98,9,686.4,70.31,0.31,0.02,0.21,4.54,3.12,0.32,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-06-12 23:59:00,10698,7322,751,109,67,10,684.43,70.2,0.31,0.02,0.21,4.49,3.07,0.32,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-06-11 23:59:00,10589,7255,741,105,181,9,685.14,69.98,0.31,0.02,0.21,4.45,3.05,0.31,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-06-10 23:59:00,10484,7074,732,102,123,8,674.74,69.82,0.3,0.02,0.2,4.4,2.97,0.31,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-06-09 23:59:00,10382,6951,724,117,152,9,669.52,69.74,0.3,0.02,0.2,4.36,2.92,0.3,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-06-08 23:59:00,10265,6799,715,111,82,8,662.35,69.65,0.3,0.02,0.2,4.31,2.85,0.3,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-06-07 23:59:00,10154,6717,707,104,86,9,661.51,69.63,0.29,0.02,0.19,4.26,2.82,0.3,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-06-06 23:59:00,10050,6631,698,115,178,8,659.8,69.45,0.29,0.02,0.19,4.22,2.78,0.29,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-06-05 23:59:00,9935,6453,690,104,156,9,649.52,69.45,0.29,0.02,0.19,4.17,2.71,0.29,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-06-04 23:59:00,9831,6297,681,98,79,8,640.52,69.27,0.28,0.02,0.18,4.13,2.64,0.29,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-06-03 23:59:00,9733,6218,673,107,151,6,638.86,69.15,0.28,0.02,0.18,4.09,2.61,0.28,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-06-02 23:59:00,9626,6067,667,113,173,6,630.27,69.29,0.28,0.02,0.18,4.04,2.55,0.28,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-06-01 23:59:00,9513,5894,661,119,146,8,619.57,69.48,0.28,0.02,0.17,3.99,2.47,0.28,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-05-31 23:59:00,9394,5748,653,127,199,7,611.88,69.51,0.27,0.02,0.17,3.94,2.41,0.27,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-05-30 23:59:00,9267,5549,646,133,127,8,598.79,69.71,0.27,0.02,0.16,3.89,2.33,0.27,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-05-29 23:59:00,9134,5422,638,137,145,8,593.61,69.85,0.26,0.02,0.16,3.84,2.28,0.27,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-05-28 23:59:00,8997,5277,630,140,148,7,586.53,70.02,0.26,0.02,0.15,3.78,2.22,0.26,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-05-27 23:59:00,8857,5129,623,160,211,6,579.09,70.34,0.26,0.02,0.15,3.72,2.15,0.26,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-05-26 23:59:00,8697,4918,617,194,171,8,565.48,70.94,0.25,0.02,0.14,3.65,2.06,0.26,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-05-25 23:59:00,8503,4747,609,197,-37,9,558.27,71.62,0.25,0.02,0.14,3.57,1.99,0.26,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-05-24 23:59:00,8306,4784,600,193,358,8,575.97,72.24,0.24,0.02,0.14,3.49,2.01,0.25,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-05-23 23:59:00,8113,4426,592,195,170,10,545.54,72.97,0.23,0.02,0.13,3.41,1.86,0.25,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-05-22 23:59:00,7918,4256,582,190,194,7,537.51,73.5,0.23,0.02,0.12,3.32,1.79,0.24,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-05-21 23:59:00,7728,4062,575,186,94,7,525.62,74.4,0.22,0.02,0.12,3.24,1.71,0.24,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-05-20 23:59:00,7542,3968,568,165,222,7,526.12,75.31,0.22,0.02,0.11,3.17,1.67,0.24,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-05-19 23:59:00,7377,3746,561,176,121,6,507.79,76.05,0.21,0.02,0.11,3.1,1.57,0.24,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-05-18 23:59:00,7201,3625,555,182,118,7,503.4,77.07,0.21,0.02,0.1,3.02,1.52,0.23,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-05-17 23:59:00,7019,3507,548,198,98,6,499.64,78.07,0.2,0.02,0.1,2.95,1.47,0.23,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-05-16 23:59:00,6821,3409,542,192,138,6,499.78,79.46,0.2,0.02,0.1,2.86,1.43,0.23,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-05-15 23:59:00,6629,3271,536,187,113,7,493.44,80.86,0.19,0.02,0.09,2.78,1.37,0.23,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-05-14 23:59:00,6442,3158,529,189,100,7,490.22,82.12,0.19,0.02,0.09,2.7,1.33,0.22,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-05-13 23:59:00,6253,3058,522,186,60,7,489.05,83.48,0.18,0.02,0.09,2.63,1.28,0.22,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-05-12 23:59:00,6067,2998,515,176,157,8,494.15,84.89,0.18,0.01,0.09,2.55,1.26,0.22,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-05-11 23:59:00,5891,2841,507,168,163,5,482.26,86.06,0.17,0.01,0.08,2.47,1.19,0.21,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-05-10 23:59:00,5723,2678,502,165,132,8,467.94,87.72,0.17,0.01,0.08,2.4,1.12,0.21,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-05-09 23:59:00,5558,2546,494,189,79,6,458.08,88.88,0.16,0.01,0.07,2.33,1.07,0.21,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-05-08 23:59:00,5369,2467,488,187,144,5,459.49,90.89,0.16,0.01,0.07,2.25,1.04,0.2,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-05-07 23:59:00,5182,2323,483,185,126,7,448.28,93.21,0.15,0.01,0.07,2.18,0.98,0.2,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-05-06 23:59:00,4997,2197,476,159,130,6,439.66,95.26,0.14,0.01,0.06,2.1,0.92,0.2,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-05-05 23:59:00,4838,2067,470,190,69,5,427.24,97.15,0.14,0.01,0.06,2.03,0.87,0.2,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-05-04 23:59:00,4648,1998,465,174,62,2,429.86,100.04,0.13,0.01,0.06,1.95,0.84,0.2,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-05-03 23:59:00,4474,1936,463,179,64,4,432.72,103.49,0.13,0.01,0.06,1.88,0.81,0.19,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-05-02 23:59:00,4295,1872,459,141,51,6,435.86,106.87,0.12,0.01,0.05,1.8,0.79,0.19,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-05-01 23:59:00,4154,1821,453,148,42,3,438.37,109.05,0.12,0.01,0.05,1.74,0.76,0.19,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-04-30 23:59:00,4006,1779,450,158,77,6,444.08,112.33,0.12,0.01,0.05,1.68,0.75,0.19,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-04-29 23:59:00,3848,1702,444,199,51,7,442.31,115.38,0.11,0.01,0.05,1.62,0.71,0.19,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-04-28 23:59:00,3649,1651,437,132,93,5,452.45,119.76,0.11,0.01,0.05,1.53,0.69,0.18,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-04-27 23:59:00,3517,1558,432,135,50,7,442.99,122.83,0.1,0.01,0.05,1.48,0.65,0.18,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-04-26 23:59:00,3382,1508,425,126,29,6,445.89,125.67,0.1,0.01,0.04,1.42,0.63,0.18,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-04-25 23:59:00,3256,1479,419,129,71,4,454.24,128.69,0.09,0.01,0.04,1.37,0.62,0.18,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-04-24 23:59:00,3127,1408,415,120,53,8,450.27,132.72,0.09,0.01,0.04,1.31,0.59,0.17,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-04-23 23:59:00,3007,1355,407,97,151,5,450.62,135.35,0.09,0.01,0.04,1.26,0.57,0.17,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-04-22 23:59:00,2910,1204,402,99,52,10,413.75,138.14,0.08,0.01,0.03,1.22,0.51,0.17,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-04-21 23:59:00,2811,1152,392,93,53,8,409.82,139.45,0.08,0.01,0.03,1.18,0.48,0.16,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-04-20 23:59:00,2718,1099,384,89,52,9,404.34,141.28,0.08,0.01,0.03,1.14,0.46,0.16,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-04-19 23:59:00,2629,1047,375,95,153,8,398.25,142.64,0.08,0.01,0.03,1.1,0.44,0.16,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-04-18 23:59:00,2534,894,367,116,48,3,352.8,144.83,0.07,0.01,0.03,1.06,0.38,0.15,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-04-17 23:59:00,2418,846,364,150,63,16,349.88,150.54,0.07,0.01,0.02,1.02,0.36,0.15,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-04-16 23:59:00,2268,783,348,108,75,12,345.24,153.44,0.07,0.01,0.02,0.95,0.33,0.15,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-04-15 23:59:00,2160,708,336,90,17,10,327.78,155.56,0.06,0.01,0.02,0.91,0.3,0.14,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-04-14 23:59:00,2070,691,326,87,90,13,333.82,157.49,0.06,0.01,0.02,0.87,0.29,0.14,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-04-13 23:59:00,1983,601,313,69,10,20,303.08,157.84,0.06,0.01,0.02,0.83,0.25,0.13,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-04-12 23:59:00,1914,591,293,89,131,18,308.78,153.08,0.06,0.01,0.02,0.8,0.25,0.12,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-04-11 23:59:00,1825,460,275,64,55,19,252.05,150.68,0.05,0.01,0.01,0.77,0.19,0.12,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-04-10 23:59:00,1761,405,256,95,58,21,229.98,145.37,0.05,0.01,0.01,0.74,0.17,0.11,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-04-09 23:59:00,1666,347,235,94,110,30,208.28,141.06,0.05,0.01,0.01,0.7,0.15,0.1,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-04-08 23:59:00,1572,237,205,104,124,12,150.76,130.41,0.05,0.01,0.01,0.66,0.1,0.09,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-04-07 23:59:00,1468,113,193,45,23,20,76.98,131.47,0.04,0.01,0.0,0.62,0.05,0.08,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-04-06 23:59:00,1423,90,173,103,0,21,63.25,121.57,0.04,0.01,0.0,0.6,0.04,0.07,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-04-05 23:59:00,1320,90,152,69,0,22,68.18,115.15,0.04,0.0,0.0,0.55,0.04,0.06,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-04-04 23:59:00,1251,90,130,80,28,25,71.94,103.92,0.04,0.0,0.0,0.53,0.04,0.05,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-04-03 23:59:00,1171,62,105,185,1,19,52.95,89.67,0.03,0.0,0.0,0.49,0.03,0.04,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-04-02 23:59:00,986,61,86,139,0,28,61.87,87.22,0.03,0.0,0.0,0.41,0.03,0.04,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-04-01 23:59:00,847,61,58,131,15,14,72.02,68.48,0.02,0.0,0.0,0.36,0.03,0.02,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-03-31 23:59:00,716,46,44,132,9,9,64.25,61.45,0.02,0.0,0.0,0.3,0.02,0.02,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-03-30 23:59:00,584,37,35,73,6,4,63.36,59.93,0.02,0.0,0.0,0.25,0.02,0.01,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-03-29 23:59:00,511,31,31,57,0,2,60.67,60.67,0.01,0.0,0.0,0.21,0.01,0.01,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-03-28 23:59:00,454,31,29,45,2,3,68.28,63.88,0.01,0.0,0.0,0.19,0.01,0.01,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-03-27 23:59:00,409,29,26,42,0,1,70.9,63.57,0.01,0.0,0.0,0.17,0.01,0.01,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-03-26 23:59:00,367,29,25,65,-36,4,79.02,68.12,0.01,0.0,0.0,0.15,0.01,0.01,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-03-25 23:59:00,302,65,21,38,41,2,215.23,69.54,0.01,0.0,0.0,0.13,0.03,0.01,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-03-24 23:59:00,264,24,19,34,-41,2,90.91,71.97,0.01,0.0,0.0,0.11,0.01,0.01,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-03-23 23:59:00,230,65,17,29,0,0,282.61,73.91,0.01,0.0,0.0,0.1,0.03,0.01,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-03-22 23:59:00,201,65,17,62,33,2,323.38,84.58,0.01,0.0,0.0,0.08,0.03,0.01,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-03-21 23:59:00,139,32,15,49,0,4,230.22,107.91,0.0,0.0,0.0,0.06,0.01,0.01,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-03-20 23:59:00,90,32,11,3,0,2,355.56,122.22,0.0,0.0,0.0,0.04,0.01,0.0,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-03-19 23:59:00,87,32,9,13,20,2,367.82,103.45,0.0,0.0,0.0,0.04,0.01,0.0,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-03-18 23:59:00,74,12,7,14,0,3,162.16,94.59,0.0,0.0,0.0,0.03,0.01,0.0,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-03-17 23:59:00,60,12,4,6,0,0,200.0,66.67,0.0,0.0,0.0,0.03,0.01,0.0,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-03-16 23:59:00,54,12,4,6,0,0,222.22,74.07,0.0,0.0,0.0,0.02,0.01,0.0,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-03-15 23:59:00,48,12,4,11,0,1,250.0,83.33,0.0,0.0,0.0,0.02,0.01,0.0,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-03-14 23:59:00,37,12,3,11,4,1,324.32,81.08,0.0,0.0,0.0,0.02,0.01,0.0,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-03-13 23:59:00,26,8,2,2,0,1,307.69,76.92,0.0,0.0,0.0,0.01,0.0,0.0,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-03-12 23:59:00,24,8,1,4,8,1,333.33,41.67,0.0,0.0,0.0,0.01,0.0,0.0,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-03-11 23:59:00,20,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-03-10 23:59:00,20,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-03-09 23:59:00,20,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-03-08 23:59:00,19,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-03-07 23:59:00,17,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-03-06 23:59:00,17,0,0,5,0,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-03-05 23:59:00,12,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-03-04 23:59:00,12,0,0,7,0,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-03-03 23:59:00,5,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-03-02 23:59:00,3,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-03-01 23:59:00,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-02-29 23:59:00,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-02-28 23:59:00,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-02-27 23:59:00,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-02-26 23:59:00,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-02-25 23:59:00,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,国家,非洲,阿尔及利亚,,,,,,,1.659626,28.033886
COVID-19_JHU,2020-06-16 23:59:00,47943,23684,3970,621,335,41,494.0,82.81,3.24,0.27,1.6,169.08,83.52,14.0,输入的数据,国家,南美洲,厄瓜多尔,,,,,,,-78.183406,-1.831239
COVID-19_JHU,2020-06-15 23:59:00,47322,23349,3929,571,285,33,493.41,83.03,3.2,0.27,1.58,166.89,82.34,13.86,输入的数据,国家,南美洲,厄瓜多尔,,,,,,,-78.183406,-1.831239
COVID-19_JHU,2020-06-14 23:59:00,46751,23064,3896,395,199,22,493.34,83.34,3.16,0.26,1.56,164.87,81.34,13.74,输入的数据,国家,南美洲,厄瓜多尔,,,,,,,-78.183406,-1.831239
COVID-19_JHU,2020-06-13 23:59:00,46356,22865,3874,578,186,46,493.25,83.57,3.13,0.26,1.55,163.48,80.64,13.66,输入的数据,国家,南美洲,厄瓜多尔,,,,,,,-78.183406,-1.831239
