数据集,时间,确认,治愈,死亡,治愈/确认（千分比）,死亡/确认（千分比）,确认/人口（千分比）,死亡/人口（千分比）,治愈/人口（千分比）,确认/面积（千分比）,治愈/面积（千分比）,死亡/面积（千分比）,数据源,级别,洲,国家,省,市,区县,乡镇,村庄,建筑物,经度,纬度
COVID-19_Baidu,2020-05-27 23:59:00,19,19,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,广西,防城港,,,,,108.353846,21.68686
COVID-19_Baidu,2020-05-27 23:59:00,19,18,1,947.37,52.63,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,广东,肇庆,,,,,112.465091,23.047191
COVID-19_Baidu,2020-05-27 23:59:00,19,19,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,河南,鹤壁,,,,,114.297272,35.747225
COVID-19_Baidu,2020-05-27 23:59:00,19,19,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,山西,运城,,,,,111.007528,35.026412
COVID-19_Baidu,2020-05-27 23:59:00,19,14,0,736.84,0.0,0.0,0.0,0.0,0.08,0.06,0.0,输入的数据,国家,亚洲,老挝,,,,,,,102.495496,19.85627
COVID-19_Baidu,2020-05-27 23:59:00,18,17,0,944.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,韩国,,全罗南道,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,18,18,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,重庆,市辖区,潼南区,,,,105.840556,30.191013
COVID-19_Baidu,2020-05-27 23:59:00,18,17,1,944.44,55.56,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,上海,市辖区,徐汇区,,,,121.437866,31.19919
COVID-19_Baidu,2020-05-27 23:59:00,18,18,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,新疆,伊犁,,,,,81.324136,43.916823
COVID-19_Baidu,2020-05-27 23:59:00,18,18,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,四川,德阳,,,,,104.397894,31.126855
COVID-19_Baidu,2020-05-27 23:59:00,18,18,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,山东,菏泽,,,,,115.480656,35.23375
COVID-19_Baidu,2020-05-27 23:59:00,18,18,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,江西,鹰潭,,,,,117.069202,28.260189
COVID-19_Baidu,2020-05-27 23:59:00,18,18,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,辽宁,大连,,,,,121.614682,38.914003
COVID-19_Baidu,2020-05-27 23:59:00,18,18,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,省,亚洲,中国,青海,,,,,,101.780199,36.620901
COVID-19_Baidu,2020-05-27 23:59:00,18,14,1,777.78,55.56,0.13,0.01,0.1,40.54,31.53,2.25,输入的数据,国家,北美洲,库拉索岛,,,,,,,-68.984787,12.134662
COVID-19_Baidu,2020-05-27 23:59:00,18,14,0,777.78,0.0,0.17,0.0,0.13,46.27,35.99,0.0,输入的数据,国家,北美洲,圣文森特和格纳丁斯,,,,,,,-61.2274208,13.1552696
COVID-19_Baidu,2020-05-27 23:59:00,18,18,0,1000.0,0.0,0.08,0.0,0.08,0.94,0.94,0.0,输入的数据,国家,大洋洲,新喀里多尼亚,,,,,,,165.618042,-20.904305
COVID-19_Baidu,2020-05-27 23:59:00,18,18,0,1000.0,0.0,0.11,0.0,0.11,29.22,29.22,0.0,输入的数据,国家,北美洲,圣卢西亚,,,,,,,-60.98,13.91
COVID-19_Baidu,2020-05-27 23:59:00,18,15,0,833.33,0.0,0.02,0.0,0.02,0.99,0.82,0.0,输入的数据,国家,大洋洲,斐济,,,,,,,178.065032,-17.713371
COVID-19_Baidu,2020-05-27 23:59:00,18,16,2,888.89,111.11,0.06,0.01,0.05,0.78,0.7,0.09,输入的数据,国家,北美洲,伯利兹,,,,,,,-88.49765,17.189877
COVID-19_Baidu,2020-05-27 23:59:00,17,16,1,941.18,58.82,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,日本,,长崎,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,17,16,0,941.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,日本,,宫崎,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,17,17,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,中国,重庆,两江新区,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,17,17,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,重庆,市辖区,渝北区,,,,106.631187,29.718143
COVID-19_Baidu,2020-05-27 23:59:00,17,17,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,陕西,咸阳,,,,,108.708991,34.329605
COVID-19_Baidu,2020-05-27 23:59:00,17,17,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,贵州,黔南,,,,,107.522097,26.254092
COVID-19_Baidu,2020-05-27 23:59:00,17,17,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,四川,遂宁,,,,,105.592898,30.532847
COVID-19_Baidu,2020-05-27 23:59:00,17,17,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,河南,濮阳,,,,,115.029215,35.761829
COVID-19_Baidu,2020-05-27 23:59:00,17,17,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,安徽,池州,,,,,117.491568,30.6648
COVID-19_Baidu,2020-05-27 23:59:00,17,17,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,浙江,丽水,,,,,119.922796,28.46763
COVID-19_Baidu,2020-05-27 23:59:00,17,17,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,黑龙江,七台河,,,,,131.003138,45.771726
COVID-19_Baidu,2020-05-27 23:59:00,16,16,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,日本,,秋田,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,16,15,1,937.5,62.5,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,上海,市辖区,静安区,,,,121.459384,31.247105
COVID-19_Baidu,2020-05-27 23:59:00,16,3,0,187.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,北京,市辖区,房山区,,,,116.143267,39.749144
COVID-19_Baidu,2020-05-27 23:59:00,16,16,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,四川,攀枝花,,,,,101.718637,26.582347
COVID-19_Baidu,2020-05-27 23:59:00,16,16,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,广东,梅州,,,,,116.122238,24.288615
COVID-19_Baidu,2020-05-27 23:59:00,16,16,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,山东,日照,,,,,119.526888,35.416377
COVID-19_Baidu,2020-05-27 23:59:00,16,16,0,1000.0,0.0,0.22,0.0,0.22,21.22,21.22,0.0,输入的数据,国家,北美洲,多米尼克,,,,,,,-61.370976,15.414999
COVID-19_Baidu,2020-05-27 23:59:00,15,15,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,中国,重庆,石柱县,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,15,15,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,重庆,市辖区,南岸区,,,,106.644428,29.500297
COVID-19_Baidu,2020-05-27 23:59:00,15,14,1,933.33,66.67,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,天津,市辖区,河东区,,,,117.251587,39.128291
COVID-19_Baidu,2020-05-27 23:59:00,15,15,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,青海,西宁,,,,,101.778228,36.617144
COVID-19_Baidu,2020-05-27 23:59:00,15,15,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,陕西,渭南,,,,,109.509786,34.499995
COVID-19_Baidu,2020-05-27 23:59:00,15,14,1,933.33,66.67,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,云南,西双版纳,,,,,100.797777,22.007351
COVID-19_Baidu,2020-05-27 23:59:00,15,14,1,933.33,66.67,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,海南,儋州,,,,,109.580811,19.521134
COVID-19_Baidu,2020-05-27 23:59:00,15,15,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,山东,滨州,,,,,117.970703,37.38199
COVID-19_Baidu,2020-05-27 23:59:00,15,15,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,黑龙江,佳木斯,,,,,130.318917,46.799922
COVID-19_Baidu,2020-05-27 23:59:00,15,14,1,933.33,66.67,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,吉林,四平,,,,,124.350398,43.166419
COVID-19_Baidu,2020-05-27 23:59:00,15,15,0,1000.0,0.0,0.29,0.0,0.29,57.47,57.47,0.0,输入的数据,国家,北美洲,圣其茨-尼维斯,,,,,,,-62.43,17.18
COVID-19_Baidu,2020-05-27 23:59:00,14,14,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,日本,,包机,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,14,13,0,928.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,韩国,,济州岛,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,14,14,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,重庆,县,巫溪县,,,,109.570062,31.398604
COVID-19_Baidu,2020-05-27 23:59:00,14,14,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,重庆,市辖区,大足区,,,,105.721733,29.707032
COVID-19_Baidu,2020-05-27 23:59:00,14,14,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,上海,市辖区,松江区,,,,121.227747,31.032243
COVID-19_Baidu,2020-05-27 23:59:00,14,11,0,785.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,北京,市辖区,石景山区,,,,116.222982,39.906611
COVID-19_Baidu,2020-05-27 23:59:00,14,1,0,71.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,北京,市辖区,东城区,,,,116.416357,39.928353
COVID-19_Baidu,2020-05-27 23:59:00,14,13,1,928.57,71.43,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,云南,玉溪,,,,,102.546543,24.352036
COVID-19_Baidu,2020-05-27 23:59:00,14,14,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,广东,阳江,,,,,111.982232,21.857958
COVID-19_Baidu,2020-05-27 23:59:00,14,14,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,广东,茂名,,,,,110.925456,21.662999
COVID-19_Baidu,2020-05-27 23:59:00,14,14,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,福建,三明,,,,,117.638678,26.263406
COVID-19_Baidu,2020-05-27 23:59:00,14,14,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,浙江,衢州,,,,,118.859457,28.970079
COVID-19_Baidu,2020-05-27 23:59:00,14,14,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,黑龙江,黑河,,,,,127.52856,50.245329
COVID-19_Baidu,2020-05-27 23:59:00,13,13,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,海南,省直辖县级行政区划,万宁市,,,,110.388793,18.796216
COVID-19_Baidu,2020-05-27 23:59:00,13,13,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,上海,市辖区,长宁区,,,,121.424624,31.220367
COVID-19_Baidu,2020-05-27 23:59:00,13,13,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,陕西,宝鸡,,,,,107.237974,34.361979
COVID-19_Baidu,2020-05-27 23:59:00,13,13,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,云南,大理,,,,,100.267638,25.606486
COVID-19_Baidu,2020-05-27 23:59:00,13,13,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,云南,曲靖,,,,,103.796167,25.489999
COVID-19_Baidu,2020-05-27 23:59:00,13,13,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,四川,凉山,,,,,102.267335,27.88161
COVID-19_Baidu,2020-05-27 23:59:00,13,13,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,安徽,滁州,,,,,118.317106,32.301556
COVID-19_Baidu,2020-05-27 23:59:00,13,13,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,江苏,宿迁,,,,,118.275198,33.963232
COVID-19_Baidu,2020-05-27 23:59:00,13,13,0,1000.0,0.0,4.93,0.0,4.93,1.07,1.07,0.0,输入的数据,国家,南美洲,弗兰克群岛,,,,,,,-59.523613,-51.796253
COVID-19_Baidu,2020-05-27 23:59:00,12,12,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,天津,市辖区,河北区,,,,117.196648,39.147869
COVID-19_Baidu,2020-05-27 23:59:00,12,12,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,甘肃,天水,,,,,105.724947,34.580863
COVID-19_Baidu,2020-05-27 23:59:00,12,12,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,四川,宜宾,,,,,104.643215,28.751768
COVID-19_Baidu,2020-05-27 23:59:00,12,12,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,广东,清远,,,,,113.056031,23.681763
COVID-19_Baidu,2020-05-27 23:59:00,12,12,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,江苏,镇江,,,,,119.425836,32.187849
COVID-19_Baidu,2020-05-27 23:59:00,12,11,1,916.67,83.33,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,辽宁,葫芦岛,,,,,120.836932,40.711052
COVID-19_Baidu,2020-05-27 23:59:00,12,12,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,辽宁,锦州,,,,,121.127003,41.095119
COVID-19_Baidu,2020-05-27 23:59:00,12,12,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,山西,大同,,,,,113.300129,40.076762
COVID-19_Baidu,2020-05-27 23:59:00,12,2,0,166.67,0.0,13.03,0.0,2.17,0.0,0.0,0.0,输入的数据,国家,欧洲,梵蒂冈城国,,,,,,,12.453389,41.902916
COVID-19_Baidu,2020-05-27 23:59:00,12,10,1,833.33,83.33,0.58,0.05,0.49,27.91,23.26,2.33,输入的数据,国家,北美洲,特克斯和凯克特斯群岛,,,,,,,-72.305832,21.804132
COVID-19_Baidu,2020-05-27 23:59:00,12,11,0,916.67,0.0,0.21,0.0,0.2,0.01,0.01,0.0,输入的数据,国家,北美洲,格陵兰,,,,,,,-42.604303,71.706936
COVID-19_Baidu,2020-05-27 23:59:00,11,11,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,中国,云南,境外输入,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,11,11,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,湖北,省直辖县级行政区划,神农架林区,,,,110.680448,31.743483
COVID-19_Baidu,2020-05-27 23:59:00,11,11,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,上海,市辖区,普陀区,,,,121.395555,31.24984
COVID-19_Baidu,2020-05-27 23:59:00,11,11,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,广西,来宾,,,,,109.221465,23.750306
COVID-19_Baidu,2020-05-27 23:59:00,11,11,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,广西,玉林,,,,,110.164756,22.636379
COVID-19_Baidu,2020-05-27 23:59:00,11,11,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,辽宁,盘锦,,,,,122.070714,41.119997
COVID-19_Baidu,2020-05-27 23:59:00,11,11,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,辽宁,丹东,,,,,124.354706,40.000499
COVID-19_Baidu,2020-05-27 23:59:00,11,11,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,内蒙古,鄂尔多斯,,,,,109.781327,39.608266
COVID-19_Baidu,2020-05-27 23:59:00,11,11,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,内蒙古,包头,,,,,109.840347,40.657449
COVID-19_Baidu,2020-05-27 23:59:00,11,11,0,1000.0,0.0,0.12,0.0,0.12,24.18,24.18,0.0,输入的数据,国家,非洲,塞舌尔,,,,,,,55.49,-4.68
COVID-19_Baidu,2020-05-27 23:59:00,11,9,1,818.18,90.91,0.02,0.0,0.02,0.07,0.06,0.01,输入的数据,国家,南美洲,苏里南,,,,,,,-56.027783,3.919305
COVID-19_Baidu,2020-05-27 23:59:00,11,10,1,909.09,90.91,1.18,0.11,1.07,107.84,98.04,9.8,输入的数据,国家,北美洲,蒙特塞拉特,,,,,,,-62.19,16.74
COVID-19_Baidu,2020-05-27 23:59:00,10,9,0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,日本,,鹿儿岛,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,10,10,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,中国,河北,境外输入,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,10,9,1,900.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,,中国,新疆,第四师,,,,,,
COVID-19_Baidu,2020-05-27 23:59:00,10,10,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,重庆,县,巫山县,,,,109.879153,31.074834
COVID-19_Baidu,2020-05-27 23:59:00,10,10,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,重庆,县,丰都县,,,,107.730895,29.8635
COVID-19_Baidu,2020-05-27 23:59:00,10,10,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,重庆,市辖区,铜梁区,,,,106.056404,29.844811
COVID-19_Baidu,2020-05-27 23:59:00,10,10,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,北京,市辖区,顺义区,,,,116.654561,40.130347
COVID-19_Baidu,2020-05-27 23:59:00,10,10,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,贵州,黔东南,,,,,107.982859,26.583442
COVID-19_Baidu,2020-05-27 23:59:00,10,10,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,贵州,铜仁,,,,,109.189598,27.731514
COVID-19_Baidu,2020-05-27 23:59:00,10,9,1,900.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,贵州,六盘水,,,,,104.830359,26.592666
COVID-19_Baidu,2020-05-27 23:59:00,10,10,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,广东,揭阳,,,,,116.372831,23.549993
COVID-19_Baidu,2020-05-27 23:59:00,10,9,1,900.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,广东,韶关,,,,,113.597522,24.810403
COVID-19_Baidu,2020-05-27 23:59:00,10,10,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,浙江,舟山,,,,,122.207215,29.985295
COVID-19_Baidu,2020-05-27 23:59:00,10,10,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,浙江,湖州,,,,,120.086823,30.894348
COVID-19_Baidu,2020-05-27 23:59:00,10,10,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,山西,晋城,,,,,112.851831,35.490701
COVID-19_Baidu,2020-05-27 23:59:00,10,9,1,900.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,河北,秦皇岛,,,,,119.600492,39.935385
COVID-19_Baidu,2020-05-27 23:59:00,9,9,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,重庆,市辖区,荣昌区,,,,105.594623,29.405002
COVID-19_Baidu,2020-05-27 23:59:00,9,9,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,重庆,市辖区,璧山区,,,,106.227305,29.592024
COVID-19_Baidu,2020-05-27 23:59:00,9,9,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,重庆,市辖区,沙坪坝区,,,,106.456878,29.541145
COVID-19_Baidu,2020-05-27 23:59:00,9,8,1,888.89,111.11,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,海南,省直辖县级行政区划,澄迈县,,,,110.006755,19.738521
COVID-19_Baidu,2020-05-27 23:59:00,9,9,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,上海,市辖区,奉贤区,,,,121.474042,30.917795
COVID-19_Baidu,2020-05-27 23:59:00,9,7,2,777.78,222.22,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,上海,市辖区,嘉定区,,,,121.2653,31.375602
COVID-19_Baidu,2020-05-27 23:59:00,9,9,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,县,亚洲,中国,上海,市辖区,杨浦区,,,,121.526077,31.259541
COVID-19_Baidu,2020-05-27 23:59:00,9,9,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,甘肃,定西,,,,,104.626282,35.580662
COVID-19_Baidu,2020-05-27 23:59:00,9,9,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,甘肃,平凉,,,,,106.66524,35.543051
COVID-19_Baidu,2020-05-27 23:59:00,9,9,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,云南,红河,,,,,103.374799,23.36313
COVID-19_Baidu,2020-05-27 23:59:00,9,9,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,云南,保山,,,,,99.161761,25.112046
COVID-19_Baidu,2020-05-27 23:59:00,9,9,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,四川,自贡,,,,,104.778442,29.33903
COVID-19_Baidu,2020-05-27 23:59:00,9,9,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,安徽,黄山,,,,,118.337481,29.714655
COVID-19_Baidu,2020-05-27 23:59:00,9,9,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,内蒙古,锡林郭勒,,,,,116.048222,43.933454
COVID-19_Baidu,2020-05-27 23:59:00,9,9,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,内蒙古,赤峰,,,,,118.886856,42.257817
COVID-19_Baidu,2020-05-27 23:59:00,8,8,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,甘肃,甘南,,,,,102.911027,34.983385
COVID-19_Baidu,2020-05-27 23:59:00,8,8,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,陕西,延安,,,,,109.489727,36.585455
COVID-19_Baidu,2020-05-27 23:59:00,8,8,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,陕西,铜川,,,,,108.945233,34.896756
COVID-19_Baidu,2020-05-27 23:59:00,8,8,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,四川,眉山,,,,,103.848538,30.075439
COVID-19_Baidu,2020-05-27 23:59:00,8,8,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,广西,贵港,,,,,109.598926,23.11153
COVID-19_Baidu,2020-05-27 23:59:00,8,8,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,广西,钦州,,,,,108.654146,21.979933
COVID-19_Baidu,2020-05-27 23:59:00,8,8,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,湖南,湘西,,,,,109.739172,28.311947
COVID-19_Baidu,2020-05-27 23:59:00,8,8,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,辽宁,阜新,,,,,121.670323,42.021619
COVID-19_Baidu,2020-05-27 23:59:00,8,7,1,875.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,内蒙古,巴彦淖尔,,,,,107.387657,40.743213
COVID-19_Baidu,2020-05-27 23:59:00,8,8,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,山西,朔州,,,,,112.432825,39.331595
COVID-19_Baidu,2020-05-27 23:59:00,8,8,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,山西,长治,,,,,113.116255,36.195386
COVID-19_Baidu,2020-05-27 23:59:00,8,8,0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,输入的数据,市,亚洲,中国,河北,衡水,,,,,115.670177,37.73892
