Level,Longitude,Latitude,Chinese Name,English Name,Code 1,Code 2,Code 3,Code 4,Code 5,Alias 1,Alias 2,Alias 3,Alias 4,Alias 5,Square Kilometers,Population,Continent,Country,Province,City,County,Town,Village,Building,Comments
City,114.057868,22.543099,深圳,,440300,0755,440300000000,,,深圳市,,,,,,,Asia,People's Republic of China,Guangdong,深圳,,,,,
City,113.576726,22.270715,珠海,,440400,0756,440400000000,,,珠海市,,,,,,,Asia,People's Republic of China,Guangdong,珠海,,,,,
City,116.681972,23.354091,汕头,,440500,0754,440500000000,,,汕头市,,,,,,,Asia,People's Republic of China,Guangdong,汕头,,,,,
City,113.121416,23.021548,佛山,,440600,0757,440600000000,,,佛山市,,,,,,,Asia,People's Republic of China,Guangdong,佛山,,,,,
City,113.081901,22.578738,江门,,440700,0750,440700000000,,,江门市,,,,,,,Asia,People's Republic of China,Guangdong,江门,,,,,
City,110.359377,21.270707,湛江,,440800,0759,440800000000,,,湛江市,,,,,,,Asia,People's Republic of China,Guangdong,湛江,,,,,
City,110.925456,21.662999,茂名,,440900,0668,440900000000,,,茂名市,,,,,,,Asia,People's Republic of China,Guangdong,茂名,,,,,
City,112.465091,23.047191,肇庆,,441200,0758,441200000000,,,肇庆市,,,,,,,Asia,People's Republic of China,Guangdong,肇庆,,,,,
City,114.416196,23.111847,惠州,,441300,0752,441300000000,,,惠州市,,,,,,,Asia,People's Republic of China,Guangdong,惠州,,,,,
City,116.122238,24.288615,梅州,,441400,0753,441400000000,,,梅州市,,,,,,,Asia,People's Republic of China,Guangdong,梅州,,,,,
City,115.375278,22.786211,汕尾,,441500,0660,441500000000,,,汕尾市,,,,,,,Asia,People's Republic of China,Guangdong,汕尾,,,,,
City,114.700447,23.743538,河源,,441600,0762,441600000000,,,河源市,,,,,,,Asia,People's Republic of China,Guangdong,河源,,,,,
City,111.982232,21.857958,阳江,,441700,0662,441700000000,,,阳江市,,,,,,,Asia,People's Republic of China,Guangdong,阳江,,,,,
City,113.056031,23.681763,清远,,441800,0763,441800000000,,,清远市,,,,,,,Asia,People's Republic of China,Guangdong,清远,,,,,
City,113.751765,23.020536,东莞,,441900,0769,441900000000,,,东莞市,,,,,,,Asia,People's Republic of China,Guangdong,东莞,,,,,
City,113.392782,22.517645,中山,,442000,0760,442000000000,,,中山市,,,,,,,Asia,People's Republic of China,Guangdong,中山,,,,,
City,116.622603,23.65695,潮州,,445100,0768,445100000000,,,潮州市,,,,,,,Asia,People's Republic of China,Guangdong,潮州,,,,,
City,116.372831,23.549993,揭阳,,445200,0663,445200000000,,,揭阳市,,,,,,,Asia,People's Republic of China,Guangdong,揭阳,,,,,
City,112.044491,22.915094,云浮,,445300,0766,445300000000,,,云浮市,,,,,,,Asia,People's Republic of China,Guangdong,云浮,,,,,
City,108.366543,22.817002,南宁,,450100,0771,450100000000,,,南宁市,,,,,,,Asia,People's Republic of China,Guangxi,南宁,,,,,
City,109.415953,24.325502,柳州,,450200,0772,450200000000,,,柳州市,,,,,,,Asia,People's Republic of China,Guangxi,柳州,,,,,
City,110.290194,25.273566,桂林,,450300,0773,450300000000,,,桂林市,,,,,,,Asia,People's Republic of China,Guangxi,桂林,,,,,
City,111.279115,23.476962,梧州,,450400,0774,450400000000,,,梧州市,,,,,,,Asia,People's Republic of China,Guangxi,梧州,,,,,
City,109.119927,21.481254,北海,,450500,0779,450500000000,,,北海市,,,,,,,Asia,People's Republic of China,Guangxi,北海,,,,,
City,108.353846,21.68686,防城港,,450600,0770,450600000000,,,防城港市,,,,,,,Asia,People's Republic of China,Guangxi,防城港,,,,,
City,108.654146,21.979933,钦州,,450700,0777,450700000000,,,钦州市,,,,,,,Asia,People's Republic of China,Guangxi,钦州,,,,,
City,109.598926,23.11153,贵港,,450800,1755,450800000000,,,贵港市,,,,,,,Asia,People's Republic of China,Guangxi,贵港,,,,,
City,110.164756,22.636379,玉林,,450900,0775,450900000000,,,玉林市,,,,,,,Asia,People's Republic of China,Guangxi,玉林,,,,,
City,106.618201,23.902333,百色,,451000,0776,451000000000,,,百色市,,,,,,,Asia,People's Republic of China,Guangxi,百色,,,,,
City,111.566694,24.403582,贺州,,451100,1774,451100000000,,,贺州市,,,,,,,Asia,People's Republic of China,Guangxi,贺州,,,,,
City,108.085261,24.692931,河池,,451200,0778,451200000000,,,河池市,,,,,,,Asia,People's Republic of China,Guangxi,河池,,,,,
City,109.221465,23.750306,来宾,,451300,1772,451300000000,,,来宾市,,,,,,,Asia,People's Republic of China,Guangxi,来宾,,,,,
City,107.364711,22.376532,崇左,,451400,1771,451400000000,,,崇左市,,,,,,,Asia,People's Republic of China,Guangxi,崇左,,,,,
City,110.198293,20.044001,海口,,460100,0898,460100000000,,,海口市,,,,,,,Asia,People's Republic of China,Hainan,海口,,,,,
City,109.511909,18.252847,三亚,,460200,0899,460200000000,,,三亚市,,,,,,,Asia,People's Republic of China,Hainan,三亚,,,,,
City,112.338695,16.831839,三沙,,460300,2898,460300000000,,,三沙市,,,,,,,Asia,People's Republic of China,Hainan,三沙,,,,,
City,109.580811,19.521134,儋州,,460400,0805,460400000000,,,儋州市,,,,,,,Asia,People's Republic of China,Hainan,儋州,,,,,
City,110.349228,20.017377,省直辖县级行政区划,,460000,,469000000000,,,,,,,,,,Asia,People's Republic of China,Hainan,省直辖县级行政区划,,,,,
City,106.551556,29.563009,市辖区,,500000,023,500100000000,,,,,,,,,,Asia,People's Republic of China,Chongqing,市辖区,,,,,
City,106.551556,29.563009,县,,500200,,500200000000,,,,,,,,,,Asia,People's Republic of China,Chongqing,县,,,,,
City,104.066541,30.572269,成都,,510100,028,510100000000,,,成都市,,,,,,,Asia,People's Republic of China,Sichuan,成都,,,,,
City,104.778442,29.33903,自贡,,510300,0813,510300000000,,,自贡市,,,,,,,Asia,People's Republic of China,Sichuan,自贡,,,,,
City,101.718637,26.582347,攀枝花,,510400,0812,510400000000,,,攀枝花市,,,,,,,Asia,People's Republic of China,Sichuan,攀枝花,,,,,
City,105.442258,28.87181,泸州,,510500,0830,510500000000,,,泸州市,,,,,,,Asia,People's Republic of China,Sichuan,泸州,,,,,
City,104.397894,31.126855,德阳,,510600,0838,510600000000,,,德阳市,,,,,,,Asia,People's Republic of China,Sichuan,德阳,,,,,
City,104.679114,31.46745,绵阳,,510700,0816,510700000000,,,绵阳市,,,,,,,Asia,People's Republic of China,Sichuan,绵阳,,,,,
City,105.843357,32.435435,广元,,510800,0839,510800000000,,,广元市,,,,,,,Asia,People's Republic of China,Sichuan,广元,,,,,
City,105.592898,30.532847,遂宁,,510900,0825,510900000000,,,遂宁市,,,,,,,Asia,People's Republic of China,Sichuan,遂宁,,,,,
City,105.058433,29.580228,内江,,511000,1832,511000000000,,,内江市,,,,,,,Asia,People's Republic of China,Sichuan,内江,,,,,
City,103.765568,29.552106,乐山,,511100,0833,511100000000,,,乐山市,,,,,,,Asia,People's Republic of China,Sichuan,乐山,,,,,
City,106.110698,30.837793,南充,,511300,0817,511300000000,,,南充市,,,,,,,Asia,People's Republic of China,Sichuan,南充,,,,,
City,103.848538,30.075439,眉山,,511400,1833,511400000000,,,眉山市,,,,,,,Asia,People's Republic of China,Sichuan,眉山,,,,,
City,104.643215,28.751768,宜宾,,511500,0831,511500000000,,,宜宾市,,,,,,,Asia,People's Republic of China,Sichuan,宜宾,,,,,
City,106.633212,30.455961,广安,,511600,0826,511600000000,,,广安市,,,,,,,Asia,People's Republic of China,Sichuan,广安,,,,,
City,107.468023,31.209571,达州,,511700,0818,511700000000,,,达州市,,,,,,,Asia,People's Republic of China,Sichuan,达州,,,,,
City,103.013261,29.980537,雅安,,511800,0835,511800000000,,,雅安市,,,,,,,Asia,People's Republic of China,Sichuan,雅安,,,,,
City,106.747477,31.867903,巴中,,511900,0827,511900000000,,,巴中市,,,,,,,Asia,People's Republic of China,Sichuan,巴中,,,,,
City,104.627636,30.128901,资阳,,512000,0832,512000000000,,,资阳市,,,,,,,Asia,People's Republic of China,Sichuan,资阳,,,,,
City,102.224653,31.899413,阿坝,,513200,0837,513200000000,,,阿坝藏族羌族自治州,阿坝州,,,,,,Asia,People's Republic of China,Sichuan,阿坝,,,,,
City,101.96231,30.04952,甘孜,,513300,0836,513300000000,,,甘孜藏族自治州,甘孜州,,,,,,Asia,People's Republic of China,Sichuan,甘孜,,,,,
City,102.267335,27.88161,凉山,,513400,0834,513400000000,,,凉山彝族自治州,凉山州,,,,,,Asia,People's Republic of China,Sichuan,凉山,,,,,
City,106.630153,26.647661,贵阳,,520100,0851,520100000000,,,贵阳市,,,,,,,Asia,People's Republic of China,Guizhou,贵阳,,,,,
City,104.830359,26.592666,六盘水,,520200,0858,520200000000,,,六盘水市,,,,,,,Asia,People's Republic of China,Guizhou,六盘水,,,,,
City,106.927389,27.725654,遵义,,520300,0852,520300000000,,,遵义市,,,,,,,Asia,People's Republic of China,Guizhou,遵义,,,,,
City,105.947593,26.253072,安顺,,520400,0853,520400000000,,,安顺市,,,,,,,Asia,People's Republic of China,Guizhou,安顺,,,,,
City,105.283992,27.302589,毕节,,520500,0857,520500000000,,,毕节市,毕节地区,,,,,,Asia,People's Republic of China,Guizhou,毕节,,,,,
City,109.189598,27.731514,铜仁,,520600,0856,520600000000,,,铜仁市,铜仁地区,,,,,,Asia,People's Republic of China,Guizhou,铜仁,,,,,
City,104.906396,25.087825,黔西南,,522300,0859,522300000000,,,黔西南布依族苗族自治州,黔西南州,,,,,,Asia,People's Republic of China,Guizhou,黔西南,,,,,
City,107.982859,26.583442,黔东南,,522600,0855,522600000000,,,黔东南苗族侗族自治州,黔东南州,,,,,,Asia,People's Republic of China,Guizhou,黔东南,,,,,
City,107.522097,26.254092,黔南,,522700,0854,522700000000,,,黔南布依族苗族自治州,黔南州,,,,,,Asia,People's Republic of China,Guizhou,黔南,,,,,
City,102.832891,24.880095,昆明,,530100,0871,530100000000,,,昆明市,,,,,,,Asia,People's Republic of China,Yunnan,昆明,,,,,
City,103.796167,25.489999,曲靖,,530300,0874,530300000000,,,曲靖市,,,,,,,Asia,People's Republic of China,Yunnan,曲靖,,,,,
City,102.546543,24.352036,玉溪,,530400,0877,530400000000,,,玉溪市,,,,,,,Asia,People's Republic of China,Yunnan,玉溪,,,,,
City,99.161761,25.112046,保山,,530500,0875,530500000000,,,保山市,,,,,,,Asia,People's Republic of China,Yunnan,保山,,,,,
City,103.717465,27.338257,昭通,,530600,0870,530600000000,,,昭通市,,,,,,,Asia,People's Republic of China,Yunnan,昭通,,,,,
City,100.22775,26.855047,丽江,,530700,0888,530700000000,,,丽江市,,,,,,,Asia,People's Republic of China,Yunnan,丽江,,,,,
City,100.966512,22.825065,普洱,,530800,0879,530800000000,,,普洱市,,,,,,,Asia,People's Republic of China,Yunnan,普洱,,,,,
City,100.079583,23.877573,临沧,,530900,0883,530900000000,,,临沧市,,,,,,,Asia,People's Republic of China,Yunnan,临沧,,,,,
City,101.528069,25.045532,楚雄,,532300,0878,532300000000,,,楚雄彝族自治州,楚雄州,,,,,,Asia,People's Republic of China,Yunnan,楚雄,,,,,
City,103.374799,23.36313,红河,,532500,0873,532500000000,,,红河哈尼族彝族自治州,红河州,,,,,,Asia,People's Republic of China,Yunnan,红河,,,,,
City,104.216248,23.400733,文山,,532600,0876,532600000000,,,文山壮族苗族自治州,,,,,,,Asia,People's Republic of China,Yunnan,文山,,,,,
City,100.797777,22.007351,西双版纳,,532800,0691,532800000000,,,西双版纳傣族自治州,,,,,,,Asia,People's Republic of China,Yunnan,西双版纳,,,,,
City,100.267638,25.606486,大理,,532900,0872,532900000000,,,大理白族自治州,大理州,,,,,,Asia,People's Republic of China,Yunnan,大理,,,,,
City,98.584895,24.433353,德宏,,533100,0692,533100000000,,,德宏傣族景颇族自治州,德宏州,,,,,,Asia,People's Republic of China,Yunnan,德宏,,,,,
City,98.853097,25.852547,怒江,,533300,0886,533300000000,,,怒江傈僳族自治州,怒江州,,,,,,Asia,People's Republic of China,Yunnan,怒江,,,,,
City,99.702234,27.818882,迪庆,,533400,0887,533400000000,,,迪庆藏族自治州,,,,,,,Asia,People's Republic of China,Yunnan,迪庆,,,,,
City,91.140856,29.645554,拉萨,,540100,0891,540100000000,,,拉萨市,,,,,,,Asia,People's Republic of China,Xizang,拉萨,,,,,
City,88.880583,29.266869,日喀则,,540200,0892,540200000000,,,日喀则市,,,,,,,Asia,People's Republic of China,Xizang,日喀则,,,,,
City,97.17202,31.140969,昌都,,540300,0895,540300000000,,,昌都市,,,,,,,Asia,People's Republic of China,Xizang,昌都,,,,,
City,94.36149,29.649128,林芝,,540400,0894,540400000000,,,林芝市,,,,,,,Asia,People's Republic of China,Xizang,林芝,,,,,
City,91.773134,29.237137,山南,,540500,0893,540500000000,,,山南市,,,,,,,Asia,People's Republic of China,Xizang,山南,,,,,
City,91.117212,29.646922,那曲,,540000,,540600000000,,,那曲市,,,,,,,Asia,People's Republic of China,Xizang,那曲,,,,,
City,80.105804,32.501111,阿里,,542500,0897,542500000000,,,阿里地区,,,,,,,Asia,People's Republic of China,Xizang,阿里,,,,,
City,108.940174,34.341568,西安,,610100,029,610100000000,,,西安市,,,,,,,Asia,People's Republic of China,Shaanxi,西安,,,,,
City,108.945233,34.896756,铜川,,610200,0919,610200000000,,,铜川市,,,,,,,Asia,People's Republic of China,Shaanxi,铜川,,,,,
City,107.237974,34.361979,宝鸡,,610300,0917,610300000000,,,宝鸡市,,,,,,,Asia,People's Republic of China,Shaanxi,宝鸡,,,,,
City,108.708991,34.329605,咸阳,,610400,0910,610400000000,,,咸阳市,,,,,,,Asia,People's Republic of China,Shaanxi,咸阳,,,,,
City,109.509786,34.499995,渭南,,610500,0913,610500000000,,,渭南市,,,,,,,Asia,People's Republic of China,Shaanxi,渭南,,,,,
City,109.489727,36.585455,延安,,610600,0911,610600000000,,,延安市,,,,,,,Asia,People's Republic of China,Shaanxi,延安,,,,,
City,107.023323,33.06748,汉中,,610700,0916,610700000000,,,汉中市,,,,,,,Asia,People's Republic of China,Shaanxi,汉中,,,,,
City,109.734589,38.28539,榆林,,610800,0912,610800000000,,,榆林市,,,,,,,Asia,People's Republic of China,Shaanxi,榆林,,,,,
City,109.029022,32.684714,安康,,610900,0915,610900000000,,,安康市,,,,,,,Asia,People's Republic of China,Shaanxi,安康,,,,,
City,109.940477,33.870422,商洛,,611000,0914,611000000000,,,商洛市,,,,,,,Asia,People's Republic of China,Shaanxi,商洛,,,,,
City,103.834303,36.061089,兰州,,620100,0931,620100000000,,,兰州市,,,,,,,Asia,People's Republic of China,Gansu,兰州,,,,,
City,98.289152,39.77313,嘉峪关,,620200,1937,620200000000,,,嘉峪关市,,,,,,,Asia,People's Republic of China,Gansu,嘉峪关,,,,,
City,102.188043,38.520089,金昌,,620300,0935,620300000000,,,金昌市,,,,,,,Asia,People's Republic of China,Gansu,金昌,,,,,
City,104.138559,36.544756,白银,,620400,0943,620400000000,,,白银市,,,,,,,Asia,People's Republic of China,Gansu,白银,,,,,
City,105.724947,34.580863,天水,,620500,0938,620500000000,,,天水市,,,,,,,Asia,People's Republic of China,Gansu,天水,,,,,
City,102.638011,37.928264,武威,,620600,1935,620600000000,,,武威市,,,,,,,Asia,People's Republic of China,Gansu,武威,,,,,
City,100.449818,38.925875,张掖,,620700,0936,620700000000,,,张掖市,,,,,,,Asia,People's Republic of China,Gansu,张掖,,,,,
City,106.66524,35.543051,平凉,,620800,0933,620800000000,,,平凉市,,,,,,,Asia,People's Republic of China,Gansu,平凉,,,,,
City,98.494483,39.73241,酒泉,,620900,0937,620900000000,,,酒泉市,,,,,,,Asia,People's Republic of China,Gansu,酒泉,,,,,
City,107.643631,35.709077,庆阳,,621000,0934,621000000000,,,庆阳市,,,,,,,Asia,People's Republic of China,Gansu,庆阳,,,,,
City,104.626282,35.580662,定西,,621100,0932,621100000000,,,定西市,,,,,,,Asia,People's Republic of China,Gansu,定西,,,,,
City,104.921841,33.400684,陇南,,621200,2935,621200000000,,,陇南市,,,,,,,Asia,People's Republic of China,Gansu,陇南,,,,,
City,103.210538,35.601182,临夏,,622900,0930,622900000000,,,临夏回族自治州,临夏州,,,,,,Asia,People's Republic of China,Gansu,临夏,,,,,
City,102.911027,34.983385,甘南,,623000,0941,623000000000,,,甘南藏族自治州,甘南州,,,,,,Asia,People's Republic of China,Gansu,甘南,,,,,
City,101.778228,36.617144,西宁,,630100,0971,630100000000,,,西宁市,,,,,,,Asia,People's Republic of China,Qinghai,西宁,,,,,
City,102.104287,36.502039,海东,,630200,0972,630200000000,,,海东市,,,,,,,Asia,People's Republic of China,Qinghai,海东,,,,,
City,100.900997,36.954413,海北,,632200,0970,632200000000,,,海北藏族自治州,海北州,,,,,,Asia,People's Republic of China,Qinghai,海北,,,,,
City,102.015248,35.519548,黄南,,632300,0973,632300000000,,,黄南藏族自治州,,,,,,,Asia,People's Republic of China,Qinghai,黄南,,,,,
City,100.620373,36.286437,海南,,632500,0974,632500000000,,,海南藏族自治州,,,,,,,Asia,People's Republic of China,Qinghai,海南,,,,,
City,100.244808,34.471431,果洛,,632600,0975,632600000000,,,果洛藏族自治州,,,,,,,Asia,People's Republic of China,Qinghai,果洛,,,,,
City,97.091934,33.011674,玉树,,632700,0976,632700000000,,,玉树藏族自治州,,,,,,,Asia,People's Republic of China,Qinghai,玉树,,,,,
City,97.369751,37.377139,海西,,632800,0977,632800000000,,,海西蒙古族藏族自治州,,,,,,,Asia,People's Republic of China,Qinghai,海西,,,,,
City,106.230909,38.487193,银川,,640100,0951,640100000000,,,银川市,,,,,,,Asia,People's Republic of China,Ningxia,银川,,,,,
City,106.383303,38.983236,石嘴山,,640200,0952,640200000000,,,石嘴山市,,,,,,,Asia,People's Republic of China,Ningxia,石嘴山,,,,,
City,106.198393,37.99746,吴忠,,640300,0953,640300000000,,,吴忠市,,,,,,,Asia,People's Republic of China,Ningxia,吴忠,,,,,
City,106.24261,36.015855,固原,,640400,0954,640400000000,,,固原市,,,,,,,Asia,People's Republic of China,Ningxia,固原,,,,,
City,105.196902,37.499972,中卫,,640500,1953,640500000000,,,中卫市,,,,,,,Asia,People's Republic of China,Ningxia,中卫,,,,,
City,87.616848,43.825592,乌鲁木齐,,650100,0991,650100000000,,,乌鲁木齐市,,,,,,,Asia,People's Republic of China,Xinjiang,乌鲁木齐,,,,,
City,84.889207,45.579888,克拉玛依,,650200,0990,650200000000,,,克拉玛依市,,,,,,,Asia,People's Republic of China,Xinjiang,克拉玛依,,,,,
City,89.189655,42.951384,吐鲁番,,650400,0995,650400000000,,,吐鲁番市,吐鲁番地区,,,,,,Asia,People's Republic of China,Xinjiang,吐鲁番,,,,,
City,93.514916,42.818501,哈密,,650500,0902,650500000000,,,哈密市,,,,,,,Asia,People's Republic of China,Xinjiang,哈密,,,,,
City,87.308224,44.011182,昌吉,,652300,0994,652300000000,,,昌吉回族自治州,昌吉州,,,,,,Asia,People's Republic of China,Xinjiang,昌吉,,,,,
City,82.066159,44.905588,博尔塔拉,,652700,0909,652700000000,,,博尔塔拉蒙古自治州,,,,,,,Asia,People's Republic of China,Xinjiang,博尔塔拉,,,,,
City,86.145298,41.764115,巴音郭楞,,652800,0996,652800000000,,,巴音郭楞蒙古自治州,,,,,,,Asia,People's Republic of China,Xinjiang,巴音郭楞,,,,,
City,80.260605,41.168779,阿克苏,,652900,0997,652900000000,,,阿克苏地区,,,,,,,Asia,People's Republic of China,Xinjiang,阿克苏,,,,,
City,76.167819,39.714526,克孜勒苏柯尔克孜,,653000,0908,653000000000,,,克孜勒苏柯尔克孜自治州,,,,,,,Asia,People's Republic of China,Xinjiang,克孜勒苏柯尔克孜,,,,,
City,75.989755,39.4704,喀什,,653100,0998,653100000000,,,喀什地区,,,,,,,Asia,People's Republic of China,Xinjiang,喀什,,,,,
City,79.922211,37.114157,和田,,653200,0903,653200000000,,,和田地区,,,,,,,Asia,People's Republic of China,Xinjiang,和田,,,,,
City,81.324136,43.916823,伊犁,,654000,0999,654000000000,,,伊犁哈萨克自治州,伊犁州,,,,,,Asia,People's Republic of China,Xinjiang,伊犁,,,,,
City,82.980316,46.745364,塔城,,654200,0901,654200000000,,,塔城地区,,,,,,,Asia,People's Republic of China,Xinjiang,塔城,,,,,
City,88.141253,47.844924,阿勒泰,,654300,0906,654300000000,,,阿勒泰地区,,,,,,,Asia,People's Republic of China,Xinjiang,阿勒泰,,,,,
City,87.627704,43.793026,自治区直辖县级行政区划,,659000,,659000000000,,,,,,,,,,Asia,People's Republic of China,Xinjiang,自治区直辖县级行政区划,,,,,
